"Município";"Masculino";"Feminino";"Total"
"353400 Onda Verde";1992;1892;3884
"353410 Oriente";3035;3150;6185
"353420 Orindiúva";2822;2690;5512
"353430 Orlândia";19663;20321;39984
"353440 Osasco";327858;351975;679833
"353450 Oscar Bressane";1246;1355;2601
"353460 Osvaldo Cruz";15742;15662;31404
"353470 Ourinhos";50462;53221;103683
"353480 Ouro Verde";3916;3941;7857
"353475 Ouroeste";4086;4102;8188
"353490 Pacaembu";7688;5713;13401
"353500 Palestina";5523;5407;10930
"353510 Palmares Paulista";5680;5023;10703
"353520 Palmeira d'Oeste";5010;4948;9958
"353530 Palmital";10593;11002;21595
"353540 Panorama";7422;7324;14746
"353550 Paraguaçu Paulista";21477;21284;42761
"353560 Paraibuna";9027;8701;17728
"353570 Paraíso";3050;2896;5946
"353580 Paranapanema";9076;8703;17779
"353590 Paranapuã";1981;1889;3870
"353600 Parapuã";5691;5462;11153
"353610 Pardinho";2836;2711;5547
"353620 Pariquera-Açu";9308;9420;18728
"353625 Parisi";1067;997;2064
"353630 Patrocínio Paulista";6611;6387;12998
"353640 Paulicéia";3259;3026;6285
"353650 Paulínia";38734;39294;78028
"353657 Paulistânia";948;874;1822
"353660 Paulo de Faria";4380;4391;8771
"353670 Pederneiras";20902;20621;41523
"353680 Pedra Bela";3088;2796;5884
"353690 Pedranópolis";1364;1289;2653
"353700 Pedregulho";8120;7815;15935
"353710 Pedreira";20479;20819;41298
"353715 Pedrinhas Paulista";1492;1503;2995
"353720 Pedro de Toledo";5195;5051;10246
"353730 Penápolis";28912;30228;59140
"353740 Pereira Barreto";12598;12971;25569
"353750 Pereiras";3763;3626;7389
"353760 Peruíbe";29184;30373;59557
"353770 Piacatu";2659;2624;5283
"353780 Piedade";27182;25806;52988
"353790 Pilar do Sul";13534;13016;26550
"353800 Pindamonhangaba";72230;74133;146363
"353810 Pindorama";7664;7353;15017
"353820 Pinhalzinho";6583;6416;12999
"353830 Piquerobi";1800;1810;3610
"353850 Piquete";7118;7540;14658
"353860 Piracaia";12700;12666;25366
"353870 Piracicaba";179614;186661;366275
"353880 Piraju";14135;14904;29039
"353890 Pirajuí";12462;10268;22730
"353900 Pirangi";5481;5280;10761
"353910 Pirapora do Bom Jesus";7690;7760;15450
"353920 Pirapozinho";12132;12639;24771
"353930 Pirassununga";34692;36030;70722
"353940 Piratininga";6002;6064;12066
"353950 Pitangueiras";18030;17300;35330
"353960 Planalto";2275;2138;4413
"353970 Platina";1665;1539;3204
"353980 Poá";51692;54834;106526
"353990 Poloni";2677;2725;5402
"354000 Pompéia";9868;10218;20086
"354010 Pongaí";1862;1743;3605
"354020 Pontal";20464;18657;39121
"354025 Pontalinda";2145;1920;4065
"354030 Pontes Gestal";1298;1284;2582
"354040 Populina";2229;2139;4368
"354050 Porangaba";4239;3955;8194
"354060 Porto Feliz";24801;24590;49391
"354070 Porto Ferreira";25744;26099;51843
"354075 Potim";10393;8324;18717
"354080 Potirendaba";7879;7584;15463
"354085 Pracinha";1824;821;2645
"354090 Pradópolis";8635;8276;16911
"354100 Praia Grande";122928;131870;254798
"354105 Pratânia";2369;2212;4581
"354110 Presidente Alves";2117;2143;4260
"354120 Presidente Bernardes";7032;7076;14108
"354130 Presidente Epitácio";20578;21326;41904
"354140 Presidente Prudente";100769;108155;208924
"354150 Presidente Venceslau";19329;19373;38702
"354160 Promissão";17812;17811;35623
"354165 Quadra";1680;1518;3198
"354170 Quatá";6435;6444;12879
"354180 Queiroz";1404;1346;2750
"354190 Queluz";5657;5488;11145
"354200 Quintana";2995;3042;6037
"354210 Rafard";4347;4420;8767
"354220 Rancharia";14520;14964;29484
"354230 Redenção da Serra";2095;1904;3999
"354240 Regente Feijó";9275;9365;18640
"354250 Reginópolis";4271;2718;6989
"354260 Registro";27340;28113;55453
"354270 Restinga";3291;3255;6546
"354280 Ribeira";1801;1666;3467
"354290 Ribeirão Bonito";6172;6077;12249
"354300 Ribeirão Branco";9960;9328;19288
"354310 Ribeirão Corrente";2242;2055;4297
"354320 Ribeirão do Sul";2289;2273;4562
"354323 Ribeirão dos Índios";1126;1120;2246
"354325 Ribeirão Grande";3884;3708;7592
"354330 Ribeirão Pires";55961;58113;114074
"354340 Ribeirão Preto";288202;311222;599424
"354360 Rifaina";1762;1734;3496
"354370 Rincão";5372;5274;10646
"354380 Rinópolis";5230;5005;10235
"354390 Rio Claro";91254;95881;187135
"354400 Rio das Pedras";14702;14318;29020
"354410 Rio Grande da Serra";21692;21973;43665
"354420 Riolândia";5896;4534;10430
"354350 Riversul";3248;3265;6513
"354425 Rosana";10495;10560;21055
"354430 Roseira";4863;4763;9626
"354440 Rubiácea";1389;1328;2717
"354450 Rubinéia";1427;1455;2882
"354460 Sabino";2655;2634;5289
"354470 Sagres";1233;1228;2461
"354480 Sales";2763;2643;5406
"354490 Sales Oliveira";5257;5318;10575
"354500 Salesópolis";7972;7784;15756
"354510 Salmourão";2493;2358;4851
"354515 Saltinho";3485;3494;6979
"354520 Salto";52325;53269;105594
"354530 Salto de Pirapora";19980;20110;40090
"354540 Salto Grande";4444;4485;8929
"354550 Sandovalina";1861;1806;3667
"354560 Santa Adélia";7274;7226;14500
"354570 Santa Albertina";2960;2873;5833
"354580 Santa Bárbara d'Oeste";90526;91814;182340
"354600 Santa Branca";6989;6954;13943
"354610 Santa Clara d'Oeste";1097;1044;2141
"354620 Santa Cruz da Conceição";1994;2011;4005
"354625 Santa Cruz da Esperança";984;985;1969
"354630 Santa Cruz das Palmeiras";15125;14658;29783
"354640 Santa Cruz do Rio Pardo";21807;22569;44376
"354650 Santa Ernestina";2969;2766;5735
"354660 Santa Fé do Sul";14202;15196;29398
"354670 Santa Gertrudes";10664;10357;21021
"354680 Santa Isabel";25243;25089;50332
"354690 Santa Lúcia";4216;4150;8366
"354700 Santa Maria da Serra";2753;2643;5396
"354710 Santa Mercedes";1462;1431;2893
"354740 Santa Rita d'Oeste";1314;1320;2634
"354750 Santa Rita do Passa Quatro";13122;13919;27041
"354760 Santa Rosa de Viterbo";11864;12088;23952
"354765 Santa Salete";761;707;1468
"354720 Santana da Ponte Pensa";893;837;1730
"354730 Santana de Parnaíba";51774;52933;104707
"354770 Santo Anastácio";10261;10755;21016
"354780 Santo André";330404;356778;687182
"354790 Santo Antônio da Alegria";3291;3056;6347
"354800 Santo Antônio de Posse";10419;10225;20644
"354805 Santo Antônio do Aracanguá";3921;3750;7671
"354810 Santo Antônio do Jardim";3157;2969;6126
"354820 Santo Antônio do Pinhal";3348;3261;6609
"354830 Santo Expedito";1415;1400;2815
"354840 Santópolis do Aguapeí";2175;2113;4288
"354850 Santos";197073;232037;429110
"354860 São Bento do Sapucaí";5407;5288;10695
"354870 São Bernardo do Campo";373354;398043;771397
"354880 São Caetano do Sul";69893;81131;151024
"354890 São Carlos";108996;112534;221530
"354900 São Francisco";1440;1433;2873
"354910 São João da Boa Vista";41046;43353;84399
"354920 São João das Duas Pontes";1326;1319;2645
"354925 São João de Iracema";909;892;1801
"354930 São João do Pau d'Alho";1096;1072;2168
"354940 São Joaquim da Barra";22907;23742;46649
"354950 São José da Bela Vista";4383;4158;8541
"354960 São José do Barreiro";2119;2068;4187
"354970 São José do Rio Pardo";26025;26752;52777
"354980 São José do Rio Preto";196470;211710;408180
"354990 São José dos Campos";307973;319094;627067
"354995 São Lourenço da Serra";7080;6876;13956
"355000 São Luís do Paraitinga";5462;5189;10651
"355010 São Manuel";19106;19795;38901
"355020 São Miguel Arcanjo";16347;15723;32070
"355030 São Paulo";5392879;5967892;11360771
"355040 São Pedro";15477;16198;31675
"355050 São Pedro do Turvo";3720;3589;7309
"355060 São Roque";38609;39688;78297
"355070 São Sebastião";36335;36234;72569
"355080 São Sebastião da Grama";6345;6112;12457
"355090 São Simão";7185;7370;14555
"355100 São Vicente";161134;173535;334669
"355110 Sarapuí";4606;4395;9001
"355120 Sarutaiá";1874;1857;3731
"355130 Sebastianópolis do Sul";1515;1493;3008
"355140 Serra Azul";6389;4384;10773
"355160 Serra Negra";12964;13552;26516
"355150 Serrana";19361;19206;38567
"355170 Sertãozinho";54636;55023;109659
"355180 Sete Barras";6940;6515;13455
"355190 Severínia";8045;7451;15496
"355200 Silveiras";2974;2875;5849
"355210 Socorro";18289;18486;36775
"355220 Sorocaba";285392;296846;582238
"355230 Sud Mennucci";3837;3761;7598
"355240 Sumaré";118646;119625;238271
"355255 Suzanápolis";1729;1618;3347
"355250 Suzano";128844;133229;262073
"355260 Tabapuã";5802;5660;11462
"355270 Tabatinga";7555;7147;14702
"355280 Taboão da Serra";115583;125529;241112
"355290 Taciba";2896;2857;5753
"355300 Taguaí";5203;5221;10424
"355310 Taiaçu";3023;2957;5980
"355320 Taiúva";2771;2817;5588
"355330 Tambaú";11459;11452;22911
"355340 Tanabi";12167;12171;24338
"355350 Tapiraí";4216;4096;8312
"355360 Tapiratiba";6495;6586;13081
"355365 Taquaral";1413;1377;2790
"355370 Taquaritinga";27261;27634;54895
"355380 Taquarituba";11364;11397;22761
"355385 Taquarivaí";2582;2558;5140
"355390 Tarabai";3303;3300;6603
"355395 Tarumã";6520;6250;12770
"355400 Tatuí";53077;54067;107144
"355410 Taubaté";136902;141618;278520
"355420 Tejupá";2596;2432;5028
"355430 Teodoro Sampaio";10802;10821;21623
"355440 Terra Roxa";4335;4224;8559
"355450 Tietê";18215;18487;36702
"355460 Timburi";1408;1317;2725
"355465 Torre de Pedra";1191;1095;2286
"355470 Torrinha";4782;4673;9455
"355475 Trabiju";778;771;1549
"355480 Tremembé";21481;19265;40746
"355490 Três Fronteiras";2764;2739;5503
"355495 Tuiuti";3013;2866;5879
"355500 Tupã";31532;33428;64960
"355510 Tupi Paulista";7568;6848;14416
"355520 Turiúba";1014;955;1969
"355530 Turmalina";1047;1055;2102
"355535 Ubarana";2677;2527;5204
"355540 Ubatuba";39116;39209;78325
"355550 Ubirajara";2307;2172;4479
"355560 Uchoa";4802;4809;9611
"355570 União Paulista";828;761;1589
"355580 Urânia";4512;4532;9044
"355590 Uru";674;637;1311
"355600 Urupês";6411;6432;12843
"355610 Valentim Gentil";5458;5362;10820
"355620 Valinhos";51733;52909;104642
"355630 Valparaíso";12163;10162;22325
"355635 Vargem";4443;4208;8651
"355640 Vargem Grande do Sul";19688;19929;39617
"355645 Vargem Grande Paulista";20893;21095;41988
"355650 Várzea Paulista";53384;53440;106824
"355660 Vera Cruz";5477;5611;11088
"355670 Vinhedo";30670;31225;61895
"355680 Viradouro";8793;8653;17446
"355690 Vista Alegre do Alto";3400;3230;6630
"355695 Vitória Brasil";909;857;1766
"355700 Votorantim";54114;54748;108862
"355710 Votuporanga";41496;43430;84926
"355715 Zacarias";1170;1144;2314
"Total";20193887;21217488;41411375
&
"Município";"Masculino";"Feminino";"Total"
"350010 Adamantina";16740;17752;34492
"350020 Adolfo";1844;1833;3677
"350030 Aguaí";15991;15739;31730
"350040 Águas da Prata";3791;3836;7627
"350050 Águas de Lindóia";8525;8807;17332
"350055 Águas de Santa Bárbara";2800;2820;5620
"350060 Águas de São Pedro";1175;1352;2527
"350070 Agudos";17218;17506;34724
"350075 Alambari";2350;2284;4634
"350080 Alfredo Marcondes";1997;1927;3924
"350090 Altair";2041;1779;3820
"350100 Altinópolis";7997;7934;15931
"350110 Alto Alegre";2198;2046;4244
"350115 Alumínio";8461;8301;16762
"350120 Álvares Florence";2128;1983;4111
"350130 Álvares Machado";11856;11951;23807
"350140 Álvaro de Carvalho";2860;1739;4599
"350150 Alvinlândia";1502;1519;3021
"350160 Americana";101929;105341;207270
"350170 Américo Brasiliense";16883;16573;33456
"350180 Américo de Campos";2914;2891;5805
"350190 Amparo";32543;33216;65759
"350200 Analândia";2155;2029;4184
"350210 Andradina";27852;28713;56565
"350220 Angatuba";11133;10735;21868
"350230 Anhembi";2817;2638;5455
"350240 Anhumas";1871;1858;3729
"350250 Aparecida";17359;18429;35788
"350260 Aparecida d'Oeste";2310;2386;4696
"350270 Apiaí";13209;13146;26355
"350275 Araçariguama";8029;7704;15733
"350280 Araçatuba";87925;94237;182162
"350290 Araçoiaba da Serra";12887;12844;25731
"350300 Aramina";2603;2554;5157
"350310 Arandu";3161;3087;6248
"350315 Arapeí";1292;1296;2588
"350320 Araraquara";99579;106215;205794
"350330 Araras";58135;59154;117289
"350335 Arco-Íris";1041;998;2039
"350340 Arealva";4008;3839;7847
"350350 Areias";1877;1876;3753
"350360 Areiópolis";5538;5203;10741
"350370 Ariranha";4304;4126;8430
"350380 Artur Nogueira";21004;20946;41950
"350390 Arujá";35656;36361;72017
"350395 Aspásia";950;916;1866
"350400 Assis";46282;48745;95027
"350410 Atibaia";61641;63395;125036
"350420 Auriflama";7195;7134;14329
"350430 Avaí";2524;2443;4967
"350440 Avanhandava";5821;5021;10842
"350450 Avaré";41244;41711;82955
"350460 Bady Bassitt";7003;7040;14043
"350470 Balbinos";2270;815;3085
"350480 Bálsamo";3994;4114;8108
"350490 Bananal";5105;5205;10310
"350500 Barão de Antonina";1578;1515;3093
"350510 Barbosa";3296;3228;6524
"350520 Bariri";15697;15637;31334
"350530 Barra Bonita";17786;18348;36134
"350535 Barra do Chapéu";2793;2456;5249
"350540 Barra do Turvo";4185;3834;8019
"350550 Barretos";54431;57860;112291
"350560 Barrinha";14060;13835;27895
"350570 Barueri";115700;121078;236778
"350580 Bastos";10348;10613;20961
"350590 Batatais";27727;28480;56207
"350600 Bauru";167023;176686;343709
"350610 Bebedouro";37496;39213;76709
"350620 Bento de Abreu";1355;1298;2653
"350630 Bernardino de Campos";5400;5609;11009
"350635 Bertioga";21970;21600;43570
"350640 Bilac";3423;3506;6929
"350650 Birigui";52427;54577;107004
"350660 Biritiba-Mirim";14192;13892;28084
"350670 Boa Esperança do Sul";6898;6748;13646
"350680 Bocaina";5336;5358;10694
"350690 Bofete";4725;4451;9176
"350700 Boituva";22861;22470;45331
"350710 Bom Jesus dos Perdões";9198;9086;18284
"350715 Bom Sucesso de Itararé";1822;1732;3554
"350720 Borá";426;395;821
"350730 Boracéia";2151;2060;4211
"350740 Borborema";7324;7149;14473
"350745 Borebi";1133;1108;2241
"350750 Botucatu";60642;64042;124684
"350760 Bragança Paulista";70835;72923;143758
"350770 Braúna";2529;2421;4950
"350775 Brejo Alegre";1320;1235;2555
"350780 Brodowski";10167;10262;20429
"350790 Brotas";10624;10664;21288
"350800 Buri";9652;9066;18718
"350810 Buritama";7666;7649;15315
"350820 Buritizal";2060;1976;4036
"350830 Cabrália Paulista";2301;2251;4552
"350840 Cabreúva";20349;19717;40066
"350850 Caçapava";41726;42454;84180
"350860 Cachoeira Paulista";14750;15189;29939
"350870 Caconde";9517;9404;18921
"350880 Cafelândia";8258;8494;16752
"350890 Caiabu";2139;2029;4168
"350900 Caieiras";41265;42767;84032
"350910 Caiuá";2587;2320;4907
"350920 Cajamar";30846;30826;61672
"350925 Cajati";14890;14391;29281
"350930 Cajobi";5066;4753;9819
"350940 Cajuru";11635;11515;23150
"350945 Campina do Monte Alegre";2863;2728;5591
"350950 Campinas";519016;553562;1072578
"350960 Campo Limpo Paulista";35881;36865;72746
"350970 Campos do Jordão";23549;24307;47856
"350980 Campos Novos Paulista";2343;2196;4539
"350990 Cananéia";6304;6226;12530
"350995 Canas";2172;2088;4260
"351000 Cândido Mota";15015;15384;30399
"351010 Cândido Rodrigues";1340;1374;2714
"351015 Canitar";2142;2067;4209
"351020 Capão Bonito";23693;23718;47411
"351030 Capela do Alto";8768;8204;16972
"351040 Capivari";23829;23782;47611
"351050 Caraguatatuba";48176;48554;96730
"351060 Carapicuíba";180524;190275;370799
"351070 Cardoso";5959;6061;12020
"351080 Casa Branca";15084;13435;28519
"351090 Cássia dos Coqueiros";1420;1345;2765
"351100 Castilho";8759;8762;17521
"351110 Catanduva";55231;58153;113384
"351120 Catiguá";3641;3483;7124
"351130 Cedral";3895;3887;7782
"351140 Cerqueira César";8563;8672;17235
"351150 Cerquilho";18676;18885;37561
"351160 Cesário Lange";7871;7247;15118
"351170 Charqueada";7530;7302;14832
"355720 Chavantes";6175;6243;12418
"351190 Clementina";3494;3246;6740
"351200 Colina";8754;8811;17565
"351210 Colômbia";3142;2979;6121
"351220 Conchal";12660;12403;25063
"351230 Conchas";8209;8049;16258
"351240 Cordeirópolis";10315;10227;20542
"351250 Coroados";2562;2556;5118
"351260 Coronel Macedo";2718;2572;5290
"351270 Corumbataí";2033;1907;3940
"351280 Cosmópolis";27984;27949;55933
"351290 Cosmorama";3770;3657;7427
"351300 Cotia";93550;96918;190468
"351310 Cravinhos";15851;15609;31460
"351320 Cristais Paulista";3830;3637;7467
"351330 Cruzália";1197;1228;2425
"351340 Cruzeiro";37971;39810;77781
"351350 Cubatão";59231;59178;118409
"351360 Cunha";11662;11070;22732
"351370 Descalvado";15427;15720;31147
"351380 Diadema";187455;198054;385509
"351385 Dirce Reis";880;828;1708
"351390 Divinolândia";5888;5818;11706
"351400 Dobrada";4079;3770;7849
"351410 Dois Córregos";12380;12296;24676
"351420 Dolcinópolis";1120;1041;2161
"351430 Dourado";4471;4336;8807
"351440 Dracena";21427;22022;43449
"351450 Duartina";6163;6438;12601
"351460 Dumont";3932;3860;7792
"351470 Echaporã";3285;3329;6614
"351480 Eldorado";7606;7225;14831
"351490 Elias Fausto";8056;7529;15585
"351492 Elisiário";1603;1429;3032
"351495 Embaúba";1300;1196;2496
"351500 Embu das Artes";115231;120987;236218
"351510 Embu-Guaçu";31163;31339;62502
"351512 Emilianópolis";1547;1506;3053
"351515 Engenheiro Coelho";7522;6890;14412
"351518 Espírito Santo do Pinhal";20865;21594;42459
"351519 Espírito Santo do Turvo";2120;2056;4176
"355730 Estiva Gerbi";5054;4873;9927
"351520 Estrela d'Oeste";4251;4161;8412
"351530 Estrela do Norte";1399;1311;2710
"351535 Euclides da Cunha Paulista";5048;4944;9992
"351540 Fartura";7654;7930;15584
"351560 Fernando Prestes";2775;2858;5633
"351550 Fernandópolis";31957;33341;65298
"351565 Fernão";797;763;1560
"351570 Ferraz de Vasconcelos";80553;84027;164580
"351580 Flora Rica";955;963;1918
"351590 Floreal";1563;1574;3137
"351600 Flórida Paulista";6751;5882;12633
"351610 Florínia";1450;1532;2982
"351620 Franca";155318;161617;316935
"351630 Francisco Morato";75545;76408;151953
"351640 Franco da Rocha";65605;62142;127747
"351650 Gabriel Monteiro";1415;1361;2776
"351660 Gália";3738;3683;7421
"351670 Garça";21545;22583;44128
"351680 Gastão Vidigal";2195;1916;4111
"351685 Gavião Peixoto";2314;2121;4435
"351690 General Salgado";5525;5437;10962
"351700 Getulina";5919;4979;10898
"351710 Glicério";2324;2307;4631
"351720 Guaiçara";5258;5230;10488
"351730 Guaimbê";2740;2746;5486
"351740 Guaíra";18649;18800;37449
"351750 Guapiaçu";8701;8469;17170
"351760 Guapiara";9653;9270;18923
"351770 Guará";10006;10035;20041
"351780 Guaraçaí";4384;4381;8765
"351790 Guaraci";5030;4845;9875
"351800 Guarani d'Oeste";1006;1020;2026
"351810 Guarantã";3293;3236;6529
"351820 Guararapes";15195;15595;30790
"351830 Guararema";12744;12540;25284
"351840 Guaratinguetá";54370;57990;112360
"351850 Guareí";8000;5618;13618
"351860 Guariba";17681;17333;35014
"351870 Guarujá";141953;147907;289860
"351880 Guarulhos";589470;616923;1206393
"351885 Guatapará";3569;3383;6952
"351890 Guzolândia";2435;2294;4729
"351900 Herculândia";4370;4320;8690
"351905 Holambra";5257;5101;10358
"351907 Hortolândia";93450;91892;185342
"351910 Iacanga";5007;4729;9736
"351920 Iacri";3373;3302;6675
"351925 Iaras";3492;2054;5546
"351930 Ibaté";15451;14738;30189
"351940 Ibirá";5331;5392;10723
"351950 Ibirarema";3326;3254;6580
"351960 Ibitinga";25915;26552;52467
"351970 Ibiúna";36153;34704;70857
"351980 Icém";3769;3663;7432
"351990 Iepê";3827;3869;7696
"352000 Igaraçu do Tietê";11841;11843;23684
"352010 Igarapava";13868;14135;28003
"352020 Igaratá";4556;4321;8877
"352030 Iguape";14672;14422;29094
"352042 Ilha Comprida";4261;4291;8552
"352044 Ilha Solteira";12394;12937;25331
"352040 Ilhabela";13652;13032;26684
"352050 Indaiatuba";94724;95517;190241
"352060 Indiana";2508;2460;4968
"352070 Indiaporã";1999;2040;4039
"352080 Inúbia Paulista";1831;1791;3622
"352090 Ipaussu";6886;6767;13653
"352100 Iperó";13972;12067;26039
"352110 Ipeúna";2930;2732;5662
"352115 Ipiguá";2180;2096;4276
"352120 Iporanga";2285;2191;4476
"352130 Ipuã";7039;6766;13805
"352140 Iracemápolis";9630;9547;19177
"352150 Irapuã";3790;3472;7262
"352160 Irapuru";4386;3486;7872
"352170 Itaberá";9388;9194;18582
"352180 Itaí";12493;11198;23691
"352190 Itajobi";7466;7332;14798
"352200 Itaju";1647;1496;3143
"352210 Itanhaém";41356;43288;84644
"352215 Itaóca";1710;1592;3302
"352220 Itapecerica da Serra";74479;74927;149406
"352230 Itapetininga";71130;71057;142187
"352240 Itapeva";43618;44731;88349
"352250 Itapevi";95689;98456;194145
"352260 Itapira";34097;34510;68607
"352265 Itapirapuã Paulista";2015;1866;3881
"352270 Itápolis";20054;20248;40302
"352280 Itaporanga";7446;7383;14829
"352290 Itapuí";6055;5870;11925
"352300 Itapura";2241;2064;4305
"352310 Itaquaquecetuba";155745;159119;314864
"352320 Itararé";23958;24681;48639
"352330 Itariri";7731;7552;15283
"352340 Itatiba";48503;49356;97859
"352350 Itatinga";9067;8637;17704
"352360 Itirapina";8709;6384;15093
"352370 Itirapuã";3034;2870;5904
"352380 Itobi";3991;3707;7698
"352390 Itu";75416;76779;152195
"352400 Itupeva";20581;19819;40400
"352410 Ituverava";19061;19817;38878
"352420 Jaborandi";3403;3293;6696
"352430 Jaboticabal";35155;36916;72071
"352440 Jacareí";103109;107140;210249
"352450 Jaci";2733;2602;5335
"352460 Jacupiranga";8950;8607;17557
"352470 Jaguariúna";20457;20553;41010
"352480 Jales";23496;24363;47859
"352490 Jambeiro";2634;2439;5073
"352500 Jandira";52121;53870;105991
"352510 Jardinópolis";18373;18122;36495
"352520 Jarinu";11381;11017;22398
"352530 Jaú";63119;65388;128507
"352540 Jeriquara";1686;1582;3268
"352550 Joanópolis";5881;5760;11641
"352560 João Ramalho";2094;2062;4156
"352570 José Bonifácio";16162;16169;32331
"352580 Júlio Mesquita";2195;2260;4455
"352585 Jumirim";1397;1288;2685
"352590 Jundiaí";178122;186836;364958
"352600 Junqueirópolis";9853;8800;18653
"352610 Juquiá";10186;9880;20066
"352620 Juquitiba";14518;14215;28733
"352630 Lagoinha";2578;2410;4988
"352640 Laranjal Paulista";12355;12567;24922
"352650 Lavínia";5098;2812;7910
"352660 Lavrinhas";3310;3262;6572
"352670 Leme";45596;45051;90647
"352680 Lençóis Paulista";30375;30598;60973
"352690 Limeira";135328;139156;274484
"352700 Lindóia";3231;3248;6479
"352710 Lins";34718;36758;71476
"352720 Lorena";40276;42837;83113
"352725 Lourdes";1111;1030;2141
"352730 Louveira";17274;16822;34096
"352740 Lucélia";10468;9415;19883
"352750 Lucianópolis";1149;1125;2274
"352760 Luís Antônio";5306;5028;10334
"352770 Luiziânia";2530;2394;4924
"352780 Lupércio";2172;2246;4418
"352790 Lutécia";1418;1413;2831
"352800 Macatuba";8271;8216;16487
"352810 Macaubal";3929;3830;7759
"352820 Macedônia";1899;1878;3777
"352830 Magda";1722;1617;3339
"352840 Mairinque";21584;21685;43269
"352850 Mairiporã";38722;37979;76701
"352860 Manduri";4536;4452;8988
"352870 Marabá Paulista";2748;1848;4596
"352880 Maracaí";6820;6725;13545
"352885 Marapoama";1311;1267;2578
"352890 Mariápolis";2063;1925;3988
"352900 Marília";104852;111232;216084
"352910 Marinópolis";1112;1074;2186
"352920 Martinópolis";12542;11687;24229
"352930 Matão";38309;38776;77085
"352940 Mauá";201583;209359;410942
"352950 Mendonça";2296;2193;4489
"352960 Meridiano";1980;2014;3994
"352965 Mesópolis";992;950;1942
"352970 Miguelópolis";10278;10226;20504
"352980 Mineiros do Tietê";6071;6061;12132
"353000 Mira Estrela";1421;1399;2820
"352990 Miracatu";10993;10603;21596
"353010 Mirandópolis";15007;12658;27665
"353020 Mirante do Paranapanema";8748;8458;17206
"353030 Mirassol";26278;27153;53431
"353040 Mirassolândia";2168;2064;4232
"353050 Mococa";33841;33775;67616
"353060 Mogi das Cruzes";185715;194126;379841
"353070 Mogi Guaçu";68058;68539;136597
"353080 Mogi Mirim";43067;43961;87028
"353090 Mombuca";1680;1615;3295
"353100 Monções";1114;1045;2159
"353110 Mongaguá";22181;21892;44073
"353120 Monte Alegre do Sul";3569;3504;7073
"353130 Monte Alto";23197;23635;46832
"353140 Monte Aprazível";10588;10681;21269
"353150 Monte Azul Paulista";9818;9735;19553
"353160 Monte Castelo";2077;2088;4165
"353180 Monte Mor";23371;23298;46669
"353170 Monteiro Lobato";2115;1952;4067
"353190 Morro Agudo";14668;14038;28706
"353200 Morungaba";5781;5714;11495
"353205 Motuca";2163;2103;4266
"353210 Murutinga do Sul";2130;2090;4220
"353215 Nantes";1337;1304;2641
"353220 Narandiba";2137;2090;4227
"353230 Natividade da Serra";3638;3276;6914
"353240 Nazaré Paulista";8351;7854;16205
"353250 Neves Paulista";4508;4507;9015
"353260 Nhandeara";5327;5490;10817
"353270 Nipoã";2133;1944;4077
"353280 Nova Aliança";2832;2865;5697
"353282 Nova Campina";4284;4070;8354
"353284 Nova Canaã Paulista";1172;1100;2272
"353286 Nova Castilho";558;553;1111
"353290 Nova Europa";4489;4440;8929
"353300 Nova Granada";9561;9428;18989
"353310 Nova Guataporanga";1110;1091;2201
"353320 Nova Independência";1434;1409;2843
"353330 Nova Luzitânia";1753;1564;3317
"353340 Nova Odessa";24651;25081;49732
"353325 Novais";2294;2002;4296
"353350 Novo Horizonte";18069;18148;36217
"353360 Nuporanga";3428;3397;6825
"353370 Ocauçu";2198;2062;4260
"353380 Óleo";1434;1395;2829
"353390 Olímpia";24715;25288;50003
"353400 Onda Verde";1966;1870;3836
"353410 Oriente";3022;3131;6153
"353420 Orindiúva";2748;2613;5361
"353430 Orlândia";19494;20098;39592
"353440 Osasco";327338;350693;678031
"353450 Oscar Bressane";1251;1349;2600
"353460 Osvaldo Cruz";15636;15624;31260
"353470 Ourinhos";50051;52676;102727
"353480 Ouro Verde";3885;3904;7789
"353475 Ouroeste";3980;3998;7978
"353490 Pacaembu";7560;5764;13324
"353500 Palestina";5413;5320;10733
"353510 Palmares Paulista";5523;4930;10453
"353520 Palmeira d'Oeste";5046;4977;10023
"353530 Palmital";10567;10967;21534
"353540 Panorama";7379;7267;14646
"353550 Paraguaçu Paulista";21304;21171;42475
"353560 Paraibuna";9010;8670;17680
"353570 Paraíso";3033;2864;5897
"353580 Paranapanema";8967;8577;17544
"353590 Paranapuã";1970;1880;3850
"353600 Parapuã";5688;5483;11171
"353610 Pardinho";2795;2666;5461
"353620 Pariquera-Açu";9279;9360;18639
"353625 Parisi";1065;989;2054
"353630 Patrocínio Paulista";6536;6300;12836
"353640 Paulicéia";3204;2977;6181
"353650 Paulínia";37263;37721;74984
"353657 Paulistânia";949;872;1821
"353660 Paulo de Faria";4370;4384;8754
"353670 Pederneiras";20656;20367;41023
"353680 Pedra Bela";3072;2791;5863
"353690 Pedranópolis";1373;1296;2669
"353700 Pedregulho";8077;7779;15856
"353710 Pedreira";20153;20503;40656
"353715 Pedrinhas Paulista";1486;1499;2985
"353720 Pedro de Toledo";5146;4995;10141
"353730 Penápolis";28704;30022;58726
"353740 Pereira Barreto";12601;12959;25560
"353750 Pereiras";3700;3565;7265
"353760 Peruíbe";28825;29885;58710
"353770 Piacatu";2627;2588;5215
"353780 Piedade";27142;25617;52759
