"Município";"101-5 Órgão Público do Poder Executivo Federal";"102-3 Órgão Público do Poder Executivo Estadual ou do Distrito Federal";"103-1 Órgão Público do Poder Executivo Municipal";"110-4 Autarquia Federal";"111-2 Autarquia Estadual ou do Distrito Federal";"112-0 Autarquia Municipal";"113-9 Fundação Pública de Direito Público Federal";"114-7 Fundação Pública de Direito Público Estadual ou do Distrito Federal";"115-5 Fundação Pública de Direito Público Municipal";"118-0 Órgão Público Autônomo Municipal";"120-1 Fundo Público";"121-0 Consórcio Público de Direito Público (Associação Pública)";"201-1 Empresa Pública";"203-8 Sociedade de Economia Mista";"204-6 Sociedade Anônima Aberta";"205-4 Sociedade Anônima Fechada";"206-2 Sociedade Empresária Limitada";"213-5 Empresário (Individual)";"214-3 Cooperativa";"215-1 Consórcio de Sociedades";"221-6 Empresa Domiciliada no Exterior";"223-2 Sociedade Simples Pura";"224-0 Sociedade Simples Limitada";"225-9 Sociedade Simples em Nome Coletivo";"230-5 Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)";"231-3 Empresa Individual de Responsabilidade Limitada (de Natureza Simples)";"306-9 Fundação Privada";"307-7 Serviço Social Autônomo";"308-5 Condomínio Edilício";"313-1 Entidade Sindical";"399-9 Associação Privada";"401-4 Empresa Individual Imobiliária";"Total"
"354550 Sandovalina";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354560 Santa Adélia";-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;11
"354570 Santa Albertina";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354580 Santa Bárbara d'Oeste";-;2;21;-;-;-;-;-;-;-;-;-;-;-;-;-;23;1;5;-;-;1;10;-;-;-;-;1;-;-;3;-;67
"354600 Santa Branca";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"354610 Santa Clara d'Oeste";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354620 Santa Cruz da Conceição";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354625 Santa Cruz da Esperança";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354630 Santa Cruz das Palmeiras";-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;11;1;-;-;-;-;7;-;-;-;-;-;-;-;2;-;28
"354640 Santa Cruz do Rio Pardo";-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;12;7;-;-;-;-;6;-;-;-;-;1;-;2;4;-;47
"354650 Santa Ernestina";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354660 Santa Fé do Sul";-;1;19;-;-;-;-;-;-;-;-;-;-;-;-;-;8;1;-;-;-;-;14;-;-;-;1;-;-;-;3;-;47
"354670 Santa Gertrudes";-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1;1;-;-;-;4;-;-;-;-;-;-;1;2;-;29
"354680 Santa Isabel";-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;20
"354690 Santa Lúcia";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354700 Santa Maria da Serra";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354710 Santa Mercedes";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354740 Santa Rita d'Oeste";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354750 Santa Rita do Passa Quatro";-;3;9;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;11;-;-;-;-;-;-;-;2;-;33
"354760 Santa Rosa de Viterbo";-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;1;-;-;6;4;-;-;-;1;-;-;-;3;-;28
"354765 Santa Salete";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354720 Santana da Ponte Pensa";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354730 Santana de Parnaíba";-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;-;-;-;-;5;-;-;-;-;-;-;-;-;-;29
"354770 Santo Anastácio";-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;11
"354780 Santo André";-;6;61;-;-;-;-;-;18;-;-;-;-;-;3;7;94;5;6;-;-;4;327;-;1;-;3;1;-;-;7;-;543
"354790 Santo Antônio da Alegria";-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"354800 Santo Antônio de Posse";-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"354805 Santo Antônio do Aracanguá";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354810 Santo Antônio do Jardim";-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354820 Santo Antônio do Pinhal";-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;11
"354830 Santo Expedito";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354840 Santópolis do Aguapeí";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354850 Santos";-;6;78;-;1;-;-;-;-;-;-;-;-;-;-;6;137;7;5;-;-;2;130;-;1;-;-;-;-;9;10;1;393
"354860 São Bento do Sapucaí";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;6
"354870 São Bernardo do Campo";-;1;88;-;-;1;-;-;-;-;-;-;-;-;5;19;111;2;4;-;-;10;233;-;1;1;1;1;-;-;8;-;486
"354880 São Caetano do Sul";-;-;37;-;-;1;-;-;1;-;-;-;-;-;-;4;54;3;-;-;-;-;125;-;1;3;-;1;-;1;4;-;235
"354890 São Carlos";-;1;45;-;-;-;-;1;-;-;-;-;-;-;-;-;23;-;3;-;-;80;47;-;-;-;1;1;-;1;3;-;206
"354900 São Francisco";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354910 São João da Boa Vista";-;3;28;-;1;1;-;-;-;-;-;-;-;-;-;1;34;4;2;-;-;2;11;-;-;-;-;1;-;3;7;-;98
"354920 São João das Duas Pontes";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354925 São João de Iracema";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354930 São João do Pau d'Alho";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354940 São Joaquim da Barra";-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;16;4;1;-;-;16;7;-;-;-;-;-;-;-;2;-;65
"354950 São José da Bela Vista";-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"354960 São José do Barreiro";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354970 São José do Rio Pardo";-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;20;1;2;-;-;15;22;-;-;-;-;-;-;-;2;-;81
"354980 São José do Rio Preto";-;9;68;-;2;-;-;1;-;-;-;-;-;-;1;-;229;11;4;-;-;2;231;-;-;-;3;1;-;-;10;-;572
"354990 São José dos Campos";1;6;68;-;1;-;-;-;1;-;-;-;-;1;-;7;141;2;3;-;-;-;312;-;-;-;1;1;-;-;16;-;561
"354995 São Lourenço da Serra";-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"355000 São Luís do Paraitinga";-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6
"355010 São Manuel";-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;2;7;2;-;-;-;-;2;-;-;-;-;-;-;-;3;-;26
"355020 São Miguel Arcanjo";-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;16
"355030 São Paulo";-;89;964;-;5;1;9;38;-;-;-;-;5;1;153;87;1508;140;14;-;-;27;5050;-;7;13;16;5;-;7;179;-;8318
"355040 São Pedro";-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;5;2;1;-;-;-;1;-;1;-;-;-;-;-;1;-;19
"355050 São Pedro do Turvo";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355060 São Roque";-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;13;11;4;-;-;16;19;-;-;-;-;-;-;-;5;-;82
"355070 São Sebastião";-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;1;12;1;-;1;-;-;9;-;-;-;-;-;-;-;2;-;59
"355080 São Sebastião da Grama";-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;13
"355090 São Simão";-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;2;-;-;-;-;-;-;-;2;-;17
"355100 São Vicente";-;3;65;-;1;-;-;-;-;-;-;-;-;-;-;3;38;1;-;-;-;1;13;-;-;-;2;-;-;-;5;-;132
"355110 Sarapuí";-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"355120 Sarutaiá";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355130 Sebastianópolis do Sul";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355140 Serra Azul";-;3;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"355160 Serra Negra";-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;1;-;-;4;-;-;-;-;-;-;-;-;1;-;31
"355150 Serrana";-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;2;1;-;-;-;-;-;-;-;2;-;26
"355170 Sertãozinho";-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;36;2;1;-;-;9;44;-;-;-;-;2;-;-;2;-;119
"355180 Sete Barras";-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"355190 Severínia";-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;9
"355200 Silveiras";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355210 Socorro";-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;21
"355220 Sorocaba";-;7;64;-;-;-;-;-;-;-;-;-;-;-;-;8;144;8;1;-;-;1;110;-;1;-;2;2;-;-;16;-;364
"355230 Sud Mennucci";-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;8
"355240 Sumaré";-;2;33;-;-;-;-;-;-;-;-;-;-;-;-;-;33;3;-;-;-;-;17;-;-;-;-;-;-;-;2;-;90
"355255 Suzanápolis";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355250 Suzano";-;1;37;-;-;-;-;-;-;-;-;-;-;-;-;2;32;1;-;-;-;-;41;-;-;-;-;-;-;-;4;-;118
"355260 Tabapuã";-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;7
"355270 Tabatinga";-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;13
"355280 Taboão da Serra";-;2;34;-;-;-;-;-;-;-;-;-;-;-;1;1;12;3;-;-;-;-;23;-;-;-;-;-;-;-;-;-;76
"355290 Taciba";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355300 Taguaí";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;1;-;8
"355310 Taiaçu";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"355320 Taiúva";-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;8
"355330 Tambaú";-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;3;-;-;-;-;1;-;-;3;-;24
"355340 Tanabi";-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;9;1;-;-;-;-;6;-;-;-;-;-;-;-;2;-;30
"355350 Tapiraí";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"355360 Tapiratiba";-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;7
"355365 Taquaral";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355370 Taquaritinga";-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;1;-;-;11;16;-;-;-;-;-;-;-;2;-;53
"355380 Taquarituba";-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;11
"355385 Taquarivaí";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355390 Tarabai";-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"355395 Tarumã";-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"355400 Tatuí";-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;42;1;4;-;-;-;9;-;-;-;-;-;-;1;2;-;94
"355410 Taubaté";-;4;67;-;-;1;-;1;-;-;-;-;-;-;-;1;141;2;-;-;-;-;35;-;-;-;-;1;-;-;4;-;257
"355420 Tejupá";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355430 Teodoro Sampaio";-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;3;-;-;-;-;-;-;-;3;-;25
"355440 Terra Roxa";-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;8
"355450 Tietê";-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;9;2;1;-;-;-;11;-;-;-;-;-;-;1;1;-;36
"355460 Timburi";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355465 Torre de Pedra";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355470 Torrinha";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4
"355475 Trabiju";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355480 Tremembé";-;4;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;16
"355490 Três Fronteiras";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355495 Tuiuti";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355500 Tupã";-;2;21;-;-;-;-;-;-;-;-;-;-;-;-;-;35;2;-;-;-;-;9;-;-;-;-;-;-;-;4;-;73
"355510 Tupi Paulista";-;2;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;12
"355520 Turiúba";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355530 Turmalina";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355535 Ubarana";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355540 Ubatuba";-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;5;1;-;-;-;-;4;-;-;-;-;-;-;-;1;-;39
"355550 Ubirajara";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355560 Uchoa";-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;8
"355570 União Paulista";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355580 Urânia";-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;7
"355590 Uru";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355600 Urupês";-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;10
"355610 Valentim Gentil";-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"355620 Valinhos";-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;21;1;-;-;-;-;16;-;1;-;-;-;-;1;2;-;66
"355630 Valparaíso";-;2;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;12
"355635 Vargem";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"355640 Vargem Grande do Sul";-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;6;-;-;-;-;-;-;-;1;-;20
"355645 Vargem Grande Paulista";-;-;15;-;-;-;-;-;-;-;1;-;-;-;-;-;9;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;27
"355650 Várzea Paulista";-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;-;-;-;-;3;-;-;-;-;-;-;-;1;-;30
"355660 Vera Cruz";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"355670 Vinhedo";-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;1;19;-;-;-;-;-;-;-;3;-;66
"355680 Viradouro";-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;5;1;-;-;-;3;3;-;-;-;-;-;-;-;2;-;24
"355690 Vista Alegre do Alto";-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"355695 Vitória Brasil";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355700 Votorantim";-;-;31;-;-;-;-;-;-;-;1;-;-;-;-;-;15;-;-;-;-;-;6;-;-;-;-;-;-;-;3;-;56
"355710 Votuporanga";-;4;25;-;-;-;-;-;-;-;-;-;-;-;-;-;31;1;1;-;-;-;8;-;2;-;-;-;-;-;5;-;77
"355715 Zacarias";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"Total";1;396;8172;1;36;29;9;55;63;1;106;17;5;5;183;245;6624;588;228;1;1;990;10512;18;34;21;88;46;2;65;1010;8;29560
&
