"Município";"101-5 Órgão Público do Poder Executivo Federal";"102-3 Órgão Público do Poder Executivo Estadual ou do Distrito Federal";"103-1 Órgão Público do Poder Executivo Municipal";"110-4 Autarquia Federal";"111-2 Autarquia Estadual ou do Distrito Federal";"112-0 Autarquia Municipal";"113-9 Fundação Pública de Direito Público Federal";"114-7 Fundação Pública de Direito Público Estadual ou do Distrito Federal";"115-5 Fundação Pública de Direito Público Municipal";"121-0 Consórcio Público de Direito Público (Associação Pública)";"124-4 Município";"127-9 Fundação Pública de Direito Privado Municipal";"201-1 Empresa Pública";"203-8 Sociedade de Economia Mista";"204-6 Sociedade Anônima Aberta";"205-4 Sociedade Anônima Fechada";"206-2 Sociedade Empresária Limitada";"212-7 Sociedade em Conta de Participação";"213-5 Empresário (Individual)";"214-3 Cooperativa";"215-1 Consórcio de Sociedades";"221-6 Empresa Domiciliada no Exterior";"223-2 Sociedade Simples Pura";"224-0 Sociedade Simples Limitada";"225-9 Sociedade Simples em Nome Coletivo";"230-5 Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)";"231-3 Empresa Individual de Responsabilidade Limitada (de Natureza Simples)";"232-1 Sociedade Unipessoal de Advogados";"306-9 Fundação Privada";"307-7 Serviço Social Autônomo";"308-5 Condomínio Edilício";"313-1 Entidade Sindical";"322-0 Organização Religiosa";"399-9 Associação Privada";"401-4 Empresa Individual Imobiliária";"Total"
"352740 Lucélia";-;1;-;-;-;-;-;-;-;-;8;-;-;-;-;-;7;-;7;-;-;-;-;4;-;-;-;-;-;-;-;-;-;2;-;29
"352750 Lucianópolis";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352760 Luís Antônio";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;14
"352770 Luiziânia";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352780 Lupércio";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352790 Lutécia";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352800 Macatuba";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;2;-;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;21
"352810 Macaubal";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6
"352820 Macedônia";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352830 Magda";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352840 Mairinque";-;1;-;-;-;-;-;-;-;-;24;-;-;-;-;1;11;-;4;-;-;-;3;2;-;1;-;-;-;-;-;-;-;-;-;47
"352850 Mairiporã";-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;1;8;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;7;-;50
"352860 Manduri";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"352870 Marabá Paulista";-;1;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352880 Maracaí";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;4;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;14
"352885 Marapoama";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"352890 Mariápolis";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352900 Marília";-;9;-;-;3;-;-;1;-;-;81;-;-;-;-;1;124;-;29;2;-;-;2;55;-;11;-;-;1;1;-;-;-;10;-;330
"352910 Marinópolis";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352920 Martinópolis";-;1;-;-;-;-;-;-;-;-;17;-;-;-;-;-;3;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;25
"352930 Matão";-;1;-;-;-;-;-;-;-;-;28;-;-;-;-;1;28;-;14;2;-;-;42;15;-;3;17;-;-;-;-;-;-;1;-;152
"352940 Mauá";-;2;-;-;-;-;-;-;-;-;64;-;-;1;1;10;76;-;12;-;-;-;-;59;-;13;4;-;-;1;-;-;-;5;-;248
"352950 Mendonça";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;7
"352960 Meridiano";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"352965 Mesópolis";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352970 Miguelópolis";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;12;-;2;-;-;-;-;2;-;1;-;-;-;-;-;-;-;4;-;31
"352980 Mineiros do Tietê";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"353000 Mira Estrela";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"352990 Miracatu";1;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"353010 Mirandópolis";-;3;-;-;-;-;-;-;-;-;14;-;-;-;-;-;7;-;12;-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;41
"353020 Mirante do Paranapanema";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;1;2;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;21
"353030 Mirassol";-;-;-;-;-;-;-;1;-;-;17;-;-;-;-;-;43;-;10;-;-;-;2;11;-;2;-;-;-;-;-;-;-;2;-;88
"353040 Mirassolândia";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353050 Mococa";-;1;-;-;-;-;-;-;-;-;32;-;-;-;-;1;43;-;28;1;-;-;25;30;-;9;-;-;-;-;-;1;-;3;-;174
"353060 Mogi das Cruzes";-;7;-;-;-;-;-;-;-;-;68;-;-;-;3;3;93;-;17;-;-;-;-;47;-;7;3;-;-;-;-;1;-;9;-;258
"353070 Mogi Guaçu";-;1;-;-;-;-;-;-;-;-;38;-;-;-;1;-;22;-;4;1;-;-;69;18;-;3;9;-;-;1;-;-;-;3;-;170
"353080 Mogi Mirim";-;2;-;-;-;-;-;2;-;-;26;-;-;-;-;-;21;-;5;-;-;-;36;15;-;2;10;-;-;-;-;-;-;7;-;126
"353090 Mombuca";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353100 Monções";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353110 Mongaguá";1;1;-;-;-;-;-;-;-;-;24;-;-;-;-;-;7;-;-;1;-;-;-;2;-;4;-;-;-;-;-;-;-;2;-;42
"353120 Monte Alegre do Sul";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"353130 Monte Alto";-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;21;-;9;3;-;-;24;11;-;11;1;-;-;-;-;-;-;3;-;105
"353140 Monte Aprazível";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;25;-;6;-;-;-;-;2;-;2;-;-;-;-;-;-;-;2;-;45
"353150 Monte Azul Paulista";-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;3;-;-;-;-;-;2;4;-;-;5;-;-;-;-;-;-;4;-;29
"353160 Monte Castelo";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353180 Monte Mor";-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;11;-;3;-;-;-;-;3;-;3;-;-;-;-;-;-;-;1;-;40
"353170 Monteiro Lobato";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353190 Morro Agudo";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;12;-;8;1;-;-;3;7;-;3;1;-;-;-;-;-;-;3;-;53
"353200 Morungaba";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;16
"353205 Motuca";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353210 Murutinga do Sul";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353215 Nantes";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353220 Narandiba";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353230 Natividade da Serra";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353240 Nazaré Paulista";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;9
"353250 Neves Paulista";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;11
"353260 Nhandeara";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;11;-;4;-;-;-;3;2;-;-;-;-;-;-;-;-;-;3;-;30
"353270 Nipoã";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353280 Nova Aliança";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353282 Nova Campina";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"353284 Nova Canaã Paulista";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353286 Nova Castilho";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353290 Nova Europa";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;10
"353300 Nova Granada";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;6;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;22
"353310 Nova Guataporanga";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353320 Nova Independência";-;1;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353330 Nova Luzitânia";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353340 Nova Odessa";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;1;7;-;-;1;-;-;-;2;-;2;-;-;-;-;-;-;-;3;-;30
"353325 Novais";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353350 Novo Horizonte";-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;25;-;8;-;-;-;-;23;-;2;-;-;-;-;-;-;-;2;-;73
"353360 Nuporanga";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;2;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;16
"353370 Ocauçu";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353380 Óleo";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353390 Olímpia";-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;15;-;14;2;-;-;-;20;-;1;-;-;-;-;-;-;-;3;-;79
"353400 Onda Verde";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"353410 Oriente";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353420 Orindiúva";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;5;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"353430 Orlândia";-;1;-;-;-;-;-;-;-;-;16;-;-;-;-;-;32;-;13;2;-;-;23;10;-;7;1;-;-;-;-;-;-;4;-;109
"353440 Osasco";-;6;-;-;-;-;-;-;-;-;85;-;-;-;6;12;234;-;36;1;-;-;10;230;-;50;13;-;2;1;-;1;-;8;-;695
"353450 Oscar Bressane";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353460 Osvaldo Cruz";-;1;-;-;-;-;-;-;-;-;14;-;-;-;-;-;14;-;5;1;-;-;-;14;-;1;1;-;-;-;-;-;-;3;-;54
"353470 Ourinhos";-;1;-;-;-;-;-;-;-;-;37;-;-;-;-;-;89;-;44;2;-;-;-;20;-;6;-;-;-;1;-;1;-;9;-;210
"353480 Ouro Verde";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;7
"353475 Ouroeste";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;13;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"353490 Pacaembu";-;4;-;-;-;-;-;-;-;-;6;-;-;-;-;-;1;-;4;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;18
"353500 Palestina";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"353510 Palmares Paulista";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;2;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;11
"353520 Palmeira d'Oeste";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;10
"353530 Palmital";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;5;-;9;-;-;-;-;3;-;2;4;-;-;-;-;2;-;2;-;41
"353540 Panorama";-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;14
"353550 Paraguaçu Paulista";-;1;-;-;-;-;-;-;-;-;23;-;-;-;-;-;20;-;21;-;-;-;-;7;-;4;-;-;-;-;-;-;-;2;-;78
"353560 Paraibuna";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"353570 Paraíso";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"353580 Paranapanema";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;1;10;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;29
"353590 Paranapuã";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353600 Parapuã";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;10
"353610 Pardinho";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353620 Pariquera-Açu";-;2;-;-;-;-;-;-;-;1;12;-;-;-;-;-;4;-;1;-;-;-;-;1;-;2;-;-;-;1;-;-;-;2;-;26
"353625 Parisi";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353630 Patrocínio Paulista";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;17
"353640 Paulicéia";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"353650 Paulínia";-;-;-;-;-;-;-;-;-;-;28;-;-;1;-;3;41;-;5;-;-;-;-;12;-;8;2;-;-;-;-;-;-;3;-;103
"353657 Paulistânia";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353660 Paulo de Faria";-;1;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;8
"353670 Pederneiras";-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;14;-;11;-;-;-;-;3;-;-;-;-;-;-;-;-;-;2;-;51
"353680 Pedra Bela";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353690 Pedranópolis";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353700 Pedregulho";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;3;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;19
"353710 Pedreira";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;11;-;1;-;-;-;3;9;-;2;-;-;1;-;-;-;-;2;-;44
"353715 Pedrinhas Paulista";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353720 Pedro de Toledo";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;11
"353730 Penápolis";-;-;-;-;-;-;-;-;-;5;16;-;-;-;-;-;49;-;13;2;-;-;-;2;-;3;1;-;-;-;-;-;-;5;-;96
"353740 Pereira Barreto";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;7;-;18;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;43
"353750 Pereiras";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;10
"353760 Peruíbe";-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;8;-;3;-;-;-;-;6;-;3;-;-;-;-;-;-;-;2;-;53
"353770 Piacatu";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"353780 Piedade";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;13;-;2;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;32
"353790 Pilar do Sul";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;5;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;24
"353800 Pindamonhangaba";-;-;-;-;-;-;-;-;-;-;49;-;-;-;1;-;58;-;7;4;-;-;1;24;-;3;-;-;1;-;-;-;-;4;-;152
"353810 Pindorama";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"353820 Pinhalzinho";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;2;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"353830 Piquerobi";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353850 Piquete";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"353860 Piracaia";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;2;-;-;-;-;-;-;2;-;2;1;-;-;-;-;-;-;2;-;15
"353870 Piracicaba";-;10;-;-;2;-;-;1;-;-;109;-;-;-;-;1;253;-;28;12;-;-;8;97;-;26;4;-;-;1;-;1;-;12;-;565
"353880 Piraju";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;14;-;9;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3;-;43
"353890 Pirajuí";-;3;-;-;-;-;-;-;-;-;11;-;-;-;-;-;7;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5;-;30
"353900 Pirangi";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;4;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2;-;16
"353910 Pirapora do Bom Jesus";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"353920 Pirapozinho";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;6;-;1;-;-;-;-;4;-;-;-;-;-;-;-;-;-;2;-;28
"353930 Pirassununga";1;-;-;-;2;-;-;-;-;-;29;-;-;-;-;2;52;-;3;1;-;-;4;6;-;5;-;-;-;-;-;-;-;3;-;108
"353940 Piratininga";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;12
"353950 Pitangueiras";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;6;-;4;1;-;-;2;5;-;-;-;-;-;-;-;-;-;2;-;35
"353960 Planalto";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353970 Platina";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353980 Poá";-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;10;-;2;-;-;-;-;4;-;3;-;-;-;-;-;-;-;1;-;49
"353990 Poloni";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"354000 Pompéia";-;-;19;-;-;-;-;-;-;-;1;-;-;-;-;-;12;-;29;-;-;-;-;4;-;1;-;-;-;-;-;-;-;2;-;68
"354010 Pongaí";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354020 Pontal";-;1;-;-;-;-;-;-;-;-;21;-;-;-;-;2;14;-;13;-;-;-;2;8;-;2;-;-;-;-;-;-;-;3;-;66
"354025 Pontalinda";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354030 Pontes Gestal";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354040 Populina";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4
"354050 Porangaba";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;9
"354060 Porto Feliz";-;1;-;-;-;-;-;-;-;-;17;-;-;-;-;-;15;-;4;-;-;-;-;3;-;2;-;-;-;-;-;-;-;3;-;45
"354070 Porto Ferreira";-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;34;-;6;-;-;-;1;17;-;6;3;-;-;-;-;-;-;3;-;88
"354075 Potim";-;2;-;-;-;-;-;-;-;-;11;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"354080 Potirendaba";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;6;-;3;-;-;-;-;2;-;-;1;-;-;-;-;-;-;2;-;22
"354085 Pracinha";-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354090 Pradópolis";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;4;-;2;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;18
"354100 Praia Grande";-;2;-;-;-;-;-;-;-;-;62;-;-;-;1;5;68;-;14;1;-;-;1;23;-;10;1;-;-;-;-;-;-;5;-;193
"354105 Pratânia";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354110 Presidente Alves";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354120 Presidente Bernardes";-;2;-;-;-;-;-;1;-;-;10;-;-;-;-;-;3;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;2;-;21
"354130 Presidente Epitácio";-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;9;-;5;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;33
"354140 Presidente Prudente";-;9;1;-;1;-;-;-;-;-;61;-;-;-;-;1;132;-;22;4;-;-;36;110;-;18;10;-;2;2;-;1;-;13;-;423
"354150 Presidente Venceslau";-;3;-;-;-;-;-;-;-;-;14;-;-;-;-;-;16;-;4;-;-;-;-;6;-;1;2;-;-;-;-;-;-;2;-;48
"354160 Promissão";-;2;-;-;-;-;-;-;-;-;14;-;-;-;-;-;12;-;7;-;-;-;-;4;-;1;1;-;-;-;-;-;-;2;-;43
"354165 Quadra";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
