"Município";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"POLICLINICA";"POSTO DE SAUDE";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"Total"
"353680 Pedra Bela";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353690 Pedranópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;3
"353700 Pedregulho";-;-;-;-;6;-;3;6;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;18
"353710 Pedreira";-;-;1;-;6;-;1;5;-;-;-;1;-;-;3;-;-;1;-;8;-;-;-;-;-;26
"353715 Pedrinhas Paulista";-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;7
"353720 Pedro de Toledo";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353730 Penápolis";-;-;1;-;11;-;5;96;1;-;1;1;-;-;3;-;-;1;1;14;1;-;-;-;-;136
"353740 Pereira Barreto";-;-;-;-;5;-;2;16;-;-;-;1;-;-;-;1;-;-;-;2;2;-;-;-;-;29
"353750 Pereiras";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;8
"353760 Peruíbe";-;-;-;-;6;-;6;13;-;-;-;1;-;-;1;6;-;-;-;1;1;-;-;-;-;35
"353770 Piacatu";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353780 Piedade";-;-;-;-;6;-;-;14;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;24
"353790 Pilar do Sul";-;-;-;-;3;-;1;3;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;11
"353800 Pindamonhangaba";-;-;1;-;21;-;18;171;-;-;-;3;-;-;7;-;-;1;-;14;1;-;-;-;1;238
"353810 Pindorama";-;-;-;-;4;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;9
"353820 Pinhalzinho";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"353830 Piquerobi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353850 Piquete";-;-;-;-;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"353860 Piracaia";-;-;-;-;2;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2;-;-;-;-;-;6
"353870 Piracicaba";-;-;1;-;62;1;125;401;-;1;-;5;1;-;5;-;1;4;-;65;2;-;1;-;1;676
"353880 Piraju";-;-;-;-;8;-;1;47;-;-;-;1;-;-;4;-;-;-;-;4;1;-;-;-;-;66
"353890 Pirajuí";-;-;-;-;7;-;1;20;-;-;1;1;-;-;-;-;-;1;-;3;-;-;-;-;1;35
"353900 Pirangi";-;-;-;-;3;-;1;7;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;13
"353910 Pirapora do Bom Jesus";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;7
"353920 Pirapozinho";-;-;-;-;5;-;1;6;-;-;1;-;-;-;1;1;-;1;-;5;-;-;-;-;-;21
"353930 Pirassununga";-;-;2;-;-;-;8;103;-;-;-;2;-;-;2;16;-;1;-;7;-;-;1;-;-;142
"353940 Piratininga";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"353950 Pitangueiras";-;-;-;-;6;-;2;18;-;-;-;1;-;-;1;1;-;1;-;3;-;-;-;-;-;33
"353960 Planalto";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353970 Platina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353980 Poá";-;-;-;-;8;-;3;9;-;-;-;1;-;-;2;2;-;-;-;5;3;-;-;-;-;33
"353990 Poloni";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"354000 Pompéia";-;-;1;-;6;-;9;44;-;-;-;1;-;-;-;1;-;1;1;2;-;-;-;-;-;66
"354010 Pongaí";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354020 Pontal";-;-;-;-;8;-;4;13;-;-;-;1;-;-;2;-;-;-;-;9;1;-;-;-;-;38
"354025 Pontalinda";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354030 Pontes Gestal";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354040 Populina";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354050 Porangaba";-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;7
"354060 Porto Feliz";-;-;-;-;8;1;5;34;-;1;-;1;-;-;1;1;-;-;1;3;2;-;-;-;-;58
"354070 Porto Ferreira";-;-;-;-;7;-;1;81;-;-;-;1;-;-;3;4;-;-;-;7;1;-;-;-;-;105
"354075 Potim";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354080 Potirendaba";-;-;-;-;4;-;1;8;-;-;-;1;-;-;-;-;-;-;-;3;1;-;-;-;-;18
"354085 Pracinha";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354090 Pradópolis";-;-;-;-;5;-;-;5;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;12
"354100 Praia Grande";-;-;1;-;21;1;15;50;1;-;-;1;3;-;8;-;1;2;1;11;-;-;-;-;1;117
"354105 Pratânia";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"354110 Presidente Alves";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354120 Presidente Bernardes";-;-;-;-;9;-;-;9;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;21
"354130 Presidente Epitácio";-;-;-;-;8;-;-;17;-;-;-;1;-;-;-;1;-;-;-;6;1;-;-;-;-;34
"354140 Presidente Prudente";-;-;1;-;24;1;51;408;-;-;6;8;-;1;5;-;-;1;-;32;2;-;1;-;-;541
"354150 Presidente Venceslau";-;-;1;-;10;-;-;30;-;-;-;1;-;-;-;-;-;-;-;8;1;-;-;-;-;51
"354160 Promissão";-;-;-;-;11;-;6;27;-;-;-;1;-;-;1;-;-;-;-;3;2;-;-;-;-;51
"354165 Quadra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354170 Quatá";-;-;-;-;3;-;1;10;-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-;-;18
"354180 Queiroz";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354190 Queluz";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"354200 Quintana";-;-;-;-;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354210 Rafard";-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354220 Rancharia";-;-;1;-;6;-;2;25;-;-;-;1;-;-;-;-;-;-;-;4;-;-;-;-;-;39
"354230 Redenção da Serra";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354240 Regente Feijó";-;-;-;-;7;-;-;3;-;-;-;1;-;-;-;-;-;-;-;3;2;-;-;-;-;16
"354250 Reginópolis";-;-;-;-;3;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354260 Registro";-;-;-;-;11;-;10;50;-;1;-;2;-;-;1;1;-;1;-;8;-;-;-;-;-;85
"354270 Restinga";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354280 Ribeira";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"354290 Ribeirão Bonito";-;-;-;-;4;-;1;10;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;17
"354300 Ribeirão Branco";-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;1;-;-;-;-;10
"354310 Ribeirão Corrente";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354320 Ribeirão do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354323 Ribeirão dos Índios";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354325 Ribeirão Grande";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"354330 Ribeirão Pires";-;-;3;-;9;-;20;37;-;-;-;2;1;-;5;-;-;-;-;8;1;-;-;-;-;86
"354340 Ribeirão Preto";-;-;3;-;37;1;154;685;-;1;4;12;-;1;43;11;-;1;1;93;3;-;-;-;3;1053
"354360 Rifaina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354370 Rincão";-;-;-;-;2;-;-;4;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;8
"354380 Rinópolis";-;-;-;-;2;-;-;2;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;7
"354390 Rio Claro";-;-;2;-;17;-;60;163;-;-;1;4;1;1;7;-;-;2;-;26;2;-;-;-;-;286
"354400 Rio das Pedras";-;-;-;-;2;-;5;53;-;-;-;1;-;-;1;-;-;1;-;2;1;-;-;-;-;66
"354410 Rio Grande da Serra";-;-;-;-;6;-;2;3;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;14
"354420 Riolândia";-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354350 Riversul";-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;4
"354425 Rosana";-;-;-;-;1;-;1;15;-;-;-;1;-;-;-;8;-;-;-;4;1;-;-;-;-;31
"354430 Roseira";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"354440 Rubiácea";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354450 Rubinéia";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354460 Sabino";-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354470 Sagres";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354480 Sales";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354490 Sales Oliveira";-;-;-;-;3;-;-;9;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;15
"354500 Salesópolis";-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;7
"354510 Salmourão";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354515 Saltinho";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354520 Salto";-;-;1;-;10;-;11;75;-;-;-;2;-;-;5;-;-;-;-;3;2;-;-;-;-;109
"354530 Salto de Pirapora";-;-;-;-;7;-;2;14;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;27
"354540 Salto Grande";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354550 Sandovalina";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354560 Santa Adélia";-;-;-;-;2;-;1;5;-;-;-;1;-;-;-;3;-;-;-;1;-;-;-;-;-;13
"354570 Santa Albertina";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4
"354580 Santa Bárbara d'Oeste";-;-;-;-;12;-;12;118;-;-;-;1;1;-;3;-;1;-;-;12;3;-;1;-;-;164
"354600 Santa Branca";-;-;-;-;5;-;1;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;10
"354610 Santa Clara d'Oeste";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354620 Santa Cruz da Conceição";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;4
"354625 Santa Cruz da Esperança";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354630 Santa Cruz das Palmeiras";-;-;-;-;2;-;1;42;-;-;-;1;1;-;5;-;-;-;-;3;-;-;-;-;-;55
"354640 Santa Cruz do Rio Pardo";-;-;1;-;6;1;8;38;-;-;-;2;-;-;1;-;-;-;-;5;1;-;-;-;-;63
"354650 Santa Ernestina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354660 Santa Fé do Sul";-;-;-;-;7;-;8;41;-;-;-;1;-;-;4;1;-;1;-;5;-;-;-;-;-;68
"354670 Santa Gertrudes";-;-;1;-;5;-;2;22;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;34
"354680 Santa Isabel";-;-;-;-;10;1;2;2;-;-;-;1;-;-;-;-;-;-;-;3;2;-;-;-;-;21
"354690 Santa Lúcia";-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;5
"354700 Santa Maria da Serra";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"354710 Santa Mercedes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354740 Santa Rita d'Oeste";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354750 Santa Rita do Passa Quatro";-;-;2;-;6;-;4;48;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;63
"354760 Santa Rosa de Viterbo";-;-;-;-;5;-;6;14;-;-;-;1;-;-;-;-;-;-;-;4;-;-;-;-;-;30
"354765 Santa Salete";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354720 Santana da Ponte Pensa";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354730 Santana de Parnaíba";-;-;3;-;8;-;4;5;-;-;-;-;-;-;1;-;-;2;-;2;1;-;-;-;-;26
"354770 Santo Anastácio";-;-;-;-;5;-;2;14;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;23
"354780 Santo André";-;-;5;-;38;1;171;279;1;2;1;11;2;1;105;2;-;4;-;52;2;-;1;-;-;678
"354790 Santo Antônio da Alegria";-;-;-;-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"354800 Santo Antônio de Posse";-;-;-;-;4;-;2;5;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;15
"354805 Santo Antônio do Aracanguá";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354810 Santo Antônio do Jardim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"354820 Santo Antônio do Pinhal";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;5
"354830 Santo Expedito";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354840 Santópolis do Aguapeí";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354850 Santos";-;-;7;-;31;2;133;1048;3;1;3;12;10;1;4;3;1;4;1;65;4;-;3;-;1;1337
"354860 São Bento do Sapucaí";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;1;-;2;-;-;-;-;-;7
"354870 São Bernardo do Campo";-;-;2;-;32;1;217;253;-;-;6;9;2;-;38;-;1;11;-;51;3;-;2;-;1;629
"354880 São Caetano do Sul";-;-;1;-;13;1;148;272;-;-;2;3;-;-;3;-;-;1;-;33;1;1;-;-;3;482
"354890 São Carlos";-;-;2;-;26;1;29;129;-;-;-;3;-;-;39;-;-;2;-;25;2;-;1;-;1;260
"354900 São Francisco";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354910 São João da Boa Vista";-;-;1;-;11;2;23;258;-;-;-;2;1;-;2;-;-;1;-;12;3;-;-;-;-;316
"354920 São João das Duas Pontes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354925 São João de Iracema";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354930 São João do Pau d'Alho";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354940 São Joaquim da Barra";-;-;-;-;10;-;6;101;-;-;-;1;-;-;-;-;-;-;-;9;1;-;-;-;-;128
"354950 São José da Bela Vista";-;-;-;-;2;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;7
"354960 São José do Barreiro";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;3
"354970 São José do Rio Pardo";-;-;1;-;4;-;26;44;1;-;-;1;-;-;5;-;-;1;-;11;1;-;-;-;-;95
"354980 São José do Rio Preto";-;3;5;-;23;3;227;202;2;3;7;7;-;1;49;-;-;5;1;57;4;-;1;-;1;601
"354990 São José dos Campos";-;1;4;-;39;1;120;863;2;1;9;10;5;-;28;1;1;5;-;47;4;1;-;-;2;1144
"354995 São Lourenço da Serra";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355000 São Luís do Paraitinga";-;-;-;-;4;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"355010 São Manuel";-;-;-;-;6;-;-;38;-;-;-;1;-;-;-;-;-;-;-;8;1;-;-;-;-;54
"355020 São Miguel Arcanjo";-;-;1;-;9;-;2;23;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-;1;40
"355030 São Paulo";-;-;43;1;544;11;1788;7491;8;17;54;141;14;1;204;26;5;18;1;540;37;1;17;-;8;10970
"355040 São Pedro";-;-;-;-;4;-;4;43;-;3;-;1;-;-;2;-;-;-;-;2;-;-;-;-;-;59
"355050 São Pedro do Turvo";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355060 São Roque";-;-;1;-;9;-;16;113;-;-;-;2;-;-;5;-;-;-;-;7;2;-;-;-;-;155
"355070 São Sebastião";-;-;1;-;15;1;8;91;-;-;-;1;-;-;-;1;-;1;-;3;1;-;-;-;1;124
"355080 São Sebastião da Grama";-;-;-;-;4;-;1;13;-;-;-;1;-;-;-;-;-;1;-;2;2;-;-;-;-;24
"355090 São Simão";-;-;-;-;3;-;3;19;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;29
"355100 São Vicente";-;-;5;-;26;1;29;135;-;1;-;3;1;-;4;2;1;3;1;10;-;-;1;-;1;224
"355110 Sarapuí";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;5
"355120 Sarutaiá";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355130 Sebastianópolis do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355140 Serra Azul";-;-;-;-;5;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"355160 Serra Negra";-;-;1;-;1;-;1;25;-;-;-;1;-;-;1;6;-;-;-;6;1;-;-;-;-;43
"355150 Serrana";-;-;-;-;5;-;6;3;-;-;-;1;-;-;3;-;-;-;-;1;1;-;-;-;-;20
"355170 Sertãozinho";-;-;1;-;10;-;28;94;-;-;-;2;1;-;6;-;-;1;-;11;2;-;-;-;-;156
"355180 Sete Barras";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"355190 Severínia";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;6
"355200 Silveiras";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"355210 Socorro";-;-;1;-;5;-;1;17;-;-;-;1;-;-;1;6;-;-;-;3;-;-;-;-;-;35
"355220 Sorocaba";-;-;5;-;32;1;73;260;-;1;6;7;3;1;26;-;-;3;1;55;6;-;3;-;8;491
"355230 Sud Mennucci";-;-;-;-;2;-;-;3;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;8
"355240 Sumaré";-;-;1;-;24;1;14;63;-;1;-;1;1;-;14;1;-;1;1;14;2;-;-;-;-;139
"355255 Suzanápolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355250 Suzano";-;-;1;-;18;-;36;54;-;2;-;4;-;-;9;-;-;1;1;17;1;-;1;-;-;145
"355260 Tabapuã";-;-;-;-;1;-;2;4;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;11
"355270 Tabatinga";-;-;-;-;4;-;-;26;-;-;-;1;-;-;1;-;-;1;-;4;1;-;-;-;-;38
"355280 Taboão da Serra";-;-;2;-;10;1;23;27;-;1;1;3;-;-;8;-;1;1;-;5;1;-;1;-;-;85
"355290 Taciba";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355300 Taguaí";-;-;-;-;1;-;-;6;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;9
"355310 Taiaçu";-;-;-;-;1;-;-;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;7
"355320 Taiúva";-;-;-;-;2;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
"355330 Tambaú";-;-;-;-;5;-;-;23;-;-;-;1;-;-;1;1;-;1;-;5;1;-;-;-;-;38
"355340 Tanabi";-;-;-;-;6;-;12;4;-;-;-;1;-;-;-;3;-;-;-;2;-;-;-;-;-;28
"355350 Tapiraí";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355360 Tapiratiba";-;-;-;-;2;-;-;2;-;-;-;1;-;-;1;1;-;-;-;2;1;-;-;-;-;10
"355365 Taquaral";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355370 Taquaritinga";-;-;2;-;10;-;9;79;1;-;-;1;1;-;1;-;-;1;-;9;1;-;-;-;1;116
"355380 Taquarituba";-;-;-;-;5;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;10
"355385 Taquarivaí";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"355390 Tarabai";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355395 Tarumã";-;-;1;-;5;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;11
"355400 Tatuí";-;-;-;-;18;-;17;212;-;-;-;1;-;-;5;1;-;1;-;18;2;-;1;-;-;276
"355410 Taubaté";-;-;1;-;56;-;115;307;-;-;1;4;1;1;4;-;-;1;1;28;6;-;-;-;3;529
"355420 Tejupá";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355430 Teodoro Sampaio";-;-;-;-;9;-;1;6;-;-;-;1;-;-;-;-;-;-;-;4;1;-;-;-;-;22
"355440 Terra Roxa";-;-;-;-;4;-;1;4;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;11
"355450 Tietê";-;-;-;-;3;-;8;64;-;-;-;1;-;-;-;5;-;-;-;11;2;-;-;-;-;94
"355460 Timburi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355465 Torre de Pedra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355470 Torrinha";-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355475 Trabiju";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355480 Tremembé";-;-;-;-;4;-;3;8;-;-;-;1;-;-;-;3;-;1;-;1;-;-;-;-;-;21
"355490 Três Fronteiras";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355495 Tuiuti";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355500 Tupã";-;-;-;-;6;-;6;73;-;-;3;2;-;-;5;7;-;-;-;7;-;-;-;-;-;109
"355510 Tupi Paulista";-;-;-;-;6;-;-;16;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;24
"355520 Turiúba";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355530 Turmalina";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355535 Ubarana";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355540 Ubatuba";-;-;1;-;19;-;4;28;-;-;-;1;-;-;-;2;-;-;-;3;1;-;-;-;-;59
"355550 Ubirajara";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355560 Uchoa";-;-;-;-;2;-;2;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;7
