"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"350920 Cajamar";1;-;-;-;-;1;-;10;-;-;8;41;-;-;-;1;1;-;-;7;-;-;1;-;-;1;-;-;-;7;2;-;-;-;-;-;81
"350925 Cajati";1;-;-;-;-;1;-;10;-;-;5;14;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;3;1;-;-;-;-;-;37
"350930 Cajobi";1;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;10
"350940 Cajuru";1;-;-;-;1;-;-;8;-;-;11;40;-;1;-;1;-;-;-;3;-;1;1;-;-;1;-;-;-;2;1;-;2;1;-;-;75
"350945 Campina do Monte Alegre";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"350950 Campinas";1;2;1;-;9;14;-;67;-;-;224;1356;-;10;4;21;14;1;-;57;-;7;3;-;-;10;7;-;-;133;6;-;19;-;-;3;1969
"350960 Campo Limpo Paulista";1;-;-;-;-;1;-;8;-;-;6;8;-;1;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;1;32
"350970 Campos do Jordão";-;-;-;-;-;1;-;1;-;-;9;49;-;-;-;2;-;-;-;-;-;12;-;-;-;1;-;-;-;5;1;-;2;-;-;-;83
"350980 Campos Novos Paulista";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"350990 Cananéia";-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"350995 Canas";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"351000 Cândido Mota";1;-;-;-;-;1;-;6;-;-;3;53;-;2;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;12;-;-;-;-;-;-;82
"351010 Cândido Rodrigues";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351015 Canitar";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351020 Capão Bonito";-;1;-;-;-;1;-;11;-;-;6;18;-;1;-;1;-;-;1;4;-;4;-;-;-;1;-;-;-;5;-;-;-;-;-;-;54
"351030 Capela do Alto";-;1;-;-;1;1;-;6;-;-;2;4;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;18
"351040 Capivari";-;-;-;-;-;2;-;2;-;-;3;92;-;-;-;2;-;-;1;8;-;6;1;-;-;1;-;-;-;26;-;-;-;-;-;-;144
"351050 Caraguatatuba";-;1;-;-;1;2;-;12;-;-;30;102;-;2;-;3;4;-;-;15;-;2;3;-;-;1;-;-;-;23;2;-;6;-;-;2;211
"351060 Carapicuíba";-;-;-;-;-;3;-;16;-;-;16;40;-;1;-;2;-;-;-;17;-;-;-;-;2;1;-;-;-;10;3;1;6;2;-;-;120
"351070 Cardoso";1;-;-;-;-;-;-;6;-;-;-;8;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;21
"351080 Casa Branca";-;1;-;-;-;2;-;3;-;-;5;48;-;-;1;1;-;-;-;4;-;2;-;-;1;1;-;-;-;4;1;-;-;-;-;1;75
"351090 Cássia dos Coqueiros";1;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"351100 Castilho";-;-;-;-;-;-;-;6;-;-;3;17;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;32
"351110 Catanduva";2;1;1;-;1;2;-;23;-;-;193;301;-;3;1;3;5;-;-;1;-;-;1;-;-;1;-;-;-;17;1;-;4;-;-;-;561
"351120 Catiguá";-;-;-;-;-;-;-;2;-;-;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;13
"351130 Cedral";-;-;-;-;-;-;-;3;-;-;1;5;-;-;-;-;-;-;1;4;-;-;-;-;-;1;-;-;-;-;1;2;1;-;-;-;19
"351140 Cerqueira César";-;-;-;-;-;-;-;11;-;-;1;10;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;30
"351150 Cerquilho";-;1;-;-;-;1;-;8;-;-;11;87;-;-;-;1;-;-;1;9;-;-;-;-;-;1;-;-;-;8;-;-;-;-;-;1;129
"351160 Cesário Lange";-;1;-;-;-;-;-;4;-;-;1;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;16
"351170 Charqueada";-;-;-;-;-;-;-;5;-;-;2;10;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;22
"355720 Chavantes";-;-;-;-;-;1;-;3;-;-;1;11;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;20
"351190 Clementina";1;-;-;-;-;-;-;1;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;10
"351200 Colina";-;-;-;-;-;-;-;5;-;-;4;27;-;-;-;1;-;-;-;-;-;1;1;-;-;1;-;-;-;2;-;-;1;-;-;-;43
"351210 Colômbia";1;-;-;-;-;-;-;3;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;11
"351220 Conchal";1;-;-;-;-;1;-;8;-;-;2;19;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;5;-;-;1;-;-;-;41
"351230 Conchas";1;-;-;-;-;-;-;2;-;-;3;25;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;7;-;-;-;-;-;-;42
"351240 Cordeirópolis";1;-;-;1;-;1;-;7;-;-;4;18;-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;4;-;-;1;-;-;-;41
"351250 Coroados";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351260 Coronel Macedo";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;4
"351270 Corumbataí";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;6
"351280 Cosmópolis";-;1;-;-;-;2;-;10;-;-;8;38;-;1;-;1;-;-;-;8;-;-;-;-;-;1;-;-;3;6;2;-;-;-;-;1;82
"351290 Cosmorama";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;5
"351300 Cotia";-;1;-;-;-;3;-;26;-;-;20;94;-;1;1;4;-;-;-;8;-;-;3;-;-;1;-;-;-;15;4;-;4;-;-;-;185
"351310 Cravinhos";-;-;-;-;-;-;-;6;-;-;6;39;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;3;4;-;1;-;-;-;63
"351320 Cristais Paulista";-;-;-;-;-;-;-;3;-;-;2;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;14
"351330 Cruzália";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"351340 Cruzeiro";-;1;-;-;-;1;-;13;-;-;62;172;-;2;-;2;2;-;-;5;-;2;-;-;-;1;-;-;-;23;1;-;2;1;-;2;292
"351350 Cubatão";-;-;1;-;-;2;-;18;-;-;12;105;-;-;-;2;-;-;-;2;-;-;2;2;-;1;-;-;-;17;1;-;3;-;-;-;168
"351360 Cunha";-;-;-;-;-;1;-;6;-;-;2;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;21
"351370 Descalvado";-;1;-;-;-;1;-;11;-;-;13;87;-;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;4;1;-;-;-;-;-;122
"351380 Diadema";-;1;1;-;-;5;-;20;-;-;28;78;-;-;-;4;1;-;-;16;-;-;2;-;2;1;-;-;-;12;2;-;12;-;-;-;185
"351385 Dirce Reis";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351390 Divinolândia";-;-;-;-;-;-;-;3;-;-;8;10;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;-;1;-;-;1;1;-;-;29
"351400 Dobrada";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;6
"351410 Dois Córregos";1;-;-;-;-;1;-;5;-;-;6;27;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;47
"351420 Dolcinópolis";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"351430 Dourado";-;-;-;-;-;-;-;1;-;-;2;7;-;-;-;1;-;-;-;-;-;2;-;-;1;1;-;-;-;1;-;-;-;-;-;-;16
"351440 Dracena";-;-;-;-;-;1;-;7;-;-;2;178;-;1;-;1;-;-;-;13;-;4;2;-;-;1;-;-;-;8;1;-;-;-;-;-;219
"351450 Duartina";-;-;-;-;-;1;-;4;-;-;1;33;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;47
"351460 Dumont";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"351470 Echaporã";1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"351480 Eldorado";-;-;-;-;-;1;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;10
"351490 Elias Fausto";-;-;-;-;-;1;-;4;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;14
"351492 Elisiário";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4
"351495 Embaúba";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;3
"351500 Embu das Artes";-;1;1;-;-;2;-;17;-;-;4;63;-;-;1;2;-;-;-;6;-;-;1;-;-;1;-;-;-;-;1;-;3;-;-;-;103
"351510 Embu-Guaçu";-;1;-;-;-;1;-;-;-;-;3;6;-;1;-;-;-;-;-;5;1;11;1;-;-;1;1;-;-;2;1;1;2;-;-;-;38
"351512 Emilianópolis";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351515 Engenheiro Coelho";-;-;-;-;-;1;-;4;-;-;3;7;-;1;-;-;-;-;-;2;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;21
"351518 Espírito Santo do Pinhal";-;1;-;-;-;2;-;7;-;-;20;126;-;-;2;1;-;-;-;1;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;167
"351519 Espírito Santo do Turvo";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;4
"355730 Estiva Gerbi";-;-;-;-;-;-;-;5;-;-;3;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;13
"351520 Estrela d'Oeste";1;-;-;-;-;-;-;3;-;-;3;15;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;27
"351530 Estrela do Norte";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351535 Euclides da Cunha Paulista";1;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;1;-;-;-;-;-;-;13
"351540 Fartura";-;-;-;-;-;-;-;4;-;-;2;21;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;3;1;-;1;-;-;-;35
"351560 Fernando Prestes";-;-;-;-;-;-;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"351550 Fernandópolis";1;1;1;1;-;2;-;18;-;-;143;178;2;18;-;2;1;-;1;4;-;1;1;-;-;1;1;-;-;23;1;-;4;-;-;-;405
"351565 Fernão";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351570 Ferraz de Vasconcelos";-;1;1;-;-;1;-;13;-;-;8;16;-;1;-;2;-;-;-;2;-;-;-;-;-;1;-;-;-;4;2;-;5;1;-;-;58
"351580 Flora Rica";1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"351590 Floreal";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351600 Flórida Paulista";1;-;-;-;-;1;-;4;-;-;-;3;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;3;-;-;-;-;-;-;16
"351610 Florínia";1;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"351620 Franca";-;2;1;-;1;3;-;23;-;-;26;188;-;3;1;3;-;-;-;2;-;-;3;-;1;3;-;-;-;21;3;-;4;1;-;1;290
"351630 Francisco Morato";-;-;-;-;1;3;-;12;-;-;5;37;-;1;-;2;-;-;-;4;-;-;1;-;-;1;-;-;-;3;1;-;-;1;-;-;72
"351640 Franco da Rocha";3;1;-;1;-;3;-;21;-;-;8;43;-;3;1;3;-;-;-;5;-;-;1;-;-;1;1;-;-;8;2;-;-;-;-;-;105
"351650 Gabriel Monteiro";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;3
"351660 Gália";1;-;-;-;-;-;-;2;-;-;1;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"351670 Garça";1;-;-;-;-;2;-;13;-;-;7;39;-;1;1;1;1;-;-;3;-;-;1;-;-;1;-;-;-;2;1;-;1;-;-;-;75
"351680 Gastão Vidigal";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351685 Gavião Peixoto";-;-;-;-;-;-;-;3;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;8
"351690 General Salgado";1;-;-;-;-;-;-;3;-;-;3;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;19
"351700 Getulina";-;-;-;-;-;-;-;5;-;-;-;11;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;18
"351710 Glicério";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351720 Guaiçara";-;-;-;-;-;-;-;1;-;-;-;6;-;-;-;-;-;-;-;1;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;14
"351730 Guaimbê";1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"351740 Guaíra";1;1;-;-;-;1;-;7;-;-;10;51;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;5;-;-;1;-;-;-;80
"351750 Guapiaçu";-;-;-;-;-;1;-;8;-;-;2;6;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;21
"351760 Guapiara";-;1;-;-;-;1;-;-;-;-;1;1;-;1;-;1;-;-;1;1;-;7;-;-;-;1;-;-;-;2;-;-;1;-;-;1;20
"351770 Guará";2;1;-;-;-;1;-;7;-;-;4;35;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;1;-;-;-;56
"351780 Guaraçaí";1;-;-;-;-;-;-;2;-;-;-;9;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;16
"351790 Guaraci";-;-;-;-;-;-;-;3;-;-;-;7;-;2;-;-;-;-;1;1;-;-;1;-;-;1;-;-;-;2;-;-;1;-;-;-;19
"351800 Guarani d'Oeste";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;4
"351810 Guarantã";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"351820 Guararapes";-;-;-;-;-;1;-;4;-;-;2;47;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;7;1;-;-;-;-;-;64
"351830 Guararema";-;-;-;-;-;1;-;3;-;-;1;13;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;2;-;-;25
"351840 Guaratinguetá";-;1;1;-;-;1;-;13;-;-;21;257;-;2;-;5;2;-;-;19;-;4;-;-;1;1;-;-;-;16;1;-;3;2;-;4;354
"351850 Guareí";-;1;-;-;-;1;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;12
"351860 Guariba";1;-;-;-;-;-;-;6;-;-;6;24;-;-;-;1;-;-;-;4;-;-;1;-;-;1;-;-;-;3;-;-;1;-;-;-;48
"351870 Guarujá";-;1;-;-;-;4;-;22;-;-;10;221;-;4;-;5;1;-;-;29;-;3;4;1;4;1;-;-;-;45;2;-;9;-;-;2;368
"351880 Guarulhos";1;1;1;-;3;7;-;72;-;-;127;243;-;1;3;12;1;-;-;33;-;-;9;-;-;5;1;-;-;51;3;-;24;-;-;-;598
"351885 Guatapará";1;-;-;-;-;-;-;3;-;-;1;1;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;10
"351890 Guzolândia";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351900 Herculândia";1;-;-;-;-;1;-;2;-;-;1;4;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;1;1;-;-;-;-;-;16
"351905 Holambra";-;-;-;-;-;-;-;4;-;-;2;17;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;25
"351907 Hortolândia";1;-;1;-;-;3;-;21;-;2;16;76;-;1;-;3;-;-;-;26;-;-;3;-;-;1;-;-;-;17;1;-;10;1;-;-;183
"351910 Iacanga";1;-;-;-;-;1;-;4;-;-;-;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;17
"351920 Iacri";-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"351925 Iaras";1;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"351930 Ibaté";-;-;-;-;-;-;-;8;-;-;1;30;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;5;1;-;-;-;-;-;48
"351940 Ibirá";-;-;-;-;-;-;-;3;-;-;1;8;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;6;-;-;1;-;-;-;21
"351950 Ibirarema";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"351960 Ibitinga";-;-;-;-;-;1;-;11;-;-;6;114;-;1;-;2;-;-;-;-;-;1;1;-;1;1;-;-;-;12;3;-;2;-;-;1;157
"351970 Ibiúna";-;-;-;-;-;1;-;17;-;-;5;23;-;-;2;2;-;-;-;-;-;-;-;-;-;4;-;-;-;2;2;-;1;-;-;-;59
"351980 Icém";1;-;-;-;-;-;-;4;-;-;5;6;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;21
"351990 Iepê";1;-;-;-;-;-;-;4;-;-;2;5;-;4;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;20
"352000 Igaraçu do Tietê";-;-;-;-;-;1;-;4;-;-;2;5;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;15
"352010 Igarapava";-;-;-;-;-;1;-;7;-;-;5;41;-;1;-;1;-;-;1;2;-;-;-;-;-;1;1;-;-;3;-;-;-;-;-;-;64
"352020 Igaratá";1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;7
"352030 Iguape";-;-;-;-;-;1;-;7;-;-;4;5;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;6;-;1;-;-;-;1;28
"352042 Ilha Comprida";-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;-;-;-;12
"352044 Ilha Solteira";-;1;-;1;-;1;-;7;-;-;17;73;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;6;-;-;-;-;-;-;110
"352040 Ilhabela";1;-;-;1;-;1;-;12;-;-;2;5;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;2;-;-;-;31
"352050 Indaiatuba";-;1;-;-;1;3;-;17;-;-;29;279;-;13;1;3;2;-;-;10;-;-;2;-;-;1;1;-;-;25;1;-;1;2;-;-;392
"352060 Indiana";-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"352070 Indiaporã";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"352080 Inúbia Paulista";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"352090 Ipaussu";-;-;-;-;-;1;-;3;-;-;1;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;17
"352100 Iperó";1;1;-;-;-;1;-;5;-;-;-;14;-;1;-;-;-;-;-;1;-;1;-;-;2;1;-;-;-;3;-;-;1;-;-;-;32
"352110 Ipeúna";-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;-;-;-;8
"352115 Ipiguá";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"352120 Iporanga";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;5
"352130 Ipuã";-;-;-;-;-;1;-;6;-;-;1;26;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;38
"352140 Iracemápolis";-;-;-;-;-;1;-;4;-;-;4;16;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;4;-;-;-;-;-;-;32
"352150 Irapuã";-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;-;9
"352160 Irapuru";1;-;-;-;-;-;-;4;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"352170 Itaberá";-;1;-;-;-;1;-;7;-;-;2;1;-;1;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;2;-;-;-;1;-;-;22
"352180 Itaí";-;-;-;-;-;1;-;7;-;-;1;5;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;6;1;-;1;-;-;-;26
"352190 Itajobi";1;-;-;-;-;1;-;5;-;-;1;14;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;4;-;-;-;-;-;-;30
"352200 Itaju";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;3
"352210 Itanhaém";1;1;1;-;1;3;-;10;-;-;13;31;-;1;1;1;-;-;-;6;-;-;1;-;-;1;-;-;-;5;-;-;7;-;-;-;84
"352215 Itaóca";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4
"352220 Itapecerica da Serra";-;-;-;-;-;1;-;13;-;-;9;25;-;-;4;1;-;-;-;6;-;-;-;-;2;1;-;-;-;3;1;-;2;-;-;4;72
