"Município";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"POLICLINICA";"POSTO DE SAUDE";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"Total"
"353680 Pedra Bela";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353690 Pedranópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;3
"353700 Pedregulho";-;-;-;-;6;-;3;6;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;18
"353710 Pedreira";-;-;1;-;6;-;1;2;-;-;-;2;-;-;3;-;-;-;-;5;-;-;-;-;-;20
"353715 Pedrinhas Paulista";-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;7
"353720 Pedro de Toledo";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353730 Penápolis";-;-;2;-;11;-;3;69;-;-;1;2;-;-;2;-;-;1;1;16;1;-;-;-;1;110
"353740 Pereira Barreto";-;-;-;-;4;-;-;10;-;-;-;1;-;-;-;1;-;-;-;2;2;-;-;-;-;20
"353750 Pereiras";-;-;-;-;4;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"353760 Peruíbe";-;-;-;-;8;-;5;10;-;-;-;1;-;-;1;4;-;-;-;1;1;-;-;-;-;31
"353770 Piacatu";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353780 Piedade";-;-;-;-;6;-;-;11;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"353790 Pilar do Sul";-;-;-;-;3;-;1;3;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;10
"353800 Pindamonhangaba";-;-;1;-;22;-;17;155;-;-;-;3;-;-;8;-;-;1;-;14;1;-;-;-;1;223
"353810 Pindorama";-;-;-;-;4;-;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"353820 Pinhalzinho";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"353830 Piquerobi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353850 Piquete";-;-;-;-;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"353860 Piracaia";-;-;-;-;2;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;5
"353870 Piracicaba";-;-;1;-;59;1;116;327;-;1;-;6;2;-;4;-;1;4;-;73;2;-;1;-;-;598
"353880 Piraju";-;-;-;-;8;-;1;36;-;-;-;1;-;-;1;-;-;-;-;4;1;-;-;-;-;52
"353890 Pirajuí";-;-;-;-;7;-;1;19;-;-;1;1;-;-;-;-;-;1;-;3;-;-;-;-;1;34
"353900 Pirangi";-;-;-;-;2;-;1;7;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;12
"353910 Pirapora do Bom Jesus";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;7
"353920 Pirapozinho";-;-;-;-;4;-;1;6;-;-;1;-;-;-;-;1;-;1;-;5;-;-;-;-;-;19
"353930 Pirassununga";-;-;2;-;16;-;6;83;-;-;-;2;-;-;2;1;-;-;-;7;-;-;-;-;-;119
"353940 Piratininga";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"353950 Pitangueiras";-;-;-;-;8;-;2;13;-;-;-;1;-;-;1;-;-;-;-;3;-;-;-;-;-;28
"353960 Planalto";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353970 Platina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353980 Poá";-;-;-;-;10;-;2;7;-;-;-;1;-;-;2;-;-;-;-;5;3;-;-;-;-;30
"353990 Poloni";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"354000 Pompéia";-;-;1;-;6;-;5;26;-;-;-;1;-;-;-;1;-;1;1;4;-;-;-;-;-;46
"354010 Pongaí";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354020 Pontal";-;-;-;-;8;-;2;8;-;-;-;1;-;-;2;-;-;-;-;8;1;-;-;-;-;30
"354025 Pontalinda";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354030 Pontes Gestal";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354040 Populina";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354050 Porangaba";-;-;-;-;3;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;7
"354060 Porto Feliz";-;-;-;-;7;1;4;27;-;1;-;1;-;-;1;-;-;-;1;3;2;-;-;-;-;48
"354070 Porto Ferreira";-;-;-;-;7;-;-;73;-;-;-;1;-;-;3;4;-;-;-;8;1;-;-;-;-;97
"354075 Potim";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;4
"354080 Potirendaba";-;-;-;-;4;-;1;7;-;-;-;1;-;-;-;-;-;-;-;3;1;-;-;-;-;17
"354085 Pracinha";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354090 Pradópolis";-;-;-;-;5;-;-;5;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;12
"354100 Praia Grande";-;-;2;-;21;1;16;38;1;-;-;1;2;-;3;1;-;3;-;12;2;-;-;-;1;104
"354105 Pratânia";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"354110 Presidente Alves";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354120 Presidente Bernardes";-;-;-;-;9;-;-;5;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;17
"354130 Presidente Epitácio";-;-;-;-;8;-;-;16;-;-;-;1;-;-;-;1;-;-;-;6;1;-;-;-;-;33
"354140 Presidente Prudente";-;-;1;-;25;1;51;322;-;-;6;8;-;1;4;-;-;1;-;32;2;-;1;-;-;455
"354150 Presidente Venceslau";-;-;1;-;10;-;-;29;-;-;-;1;-;-;-;-;-;-;-;8;1;-;-;-;-;50
"354160 Promissão";-;-;-;-;11;-;3;20;-;-;-;1;-;-;1;-;-;-;-;3;2;-;-;-;-;41
"354165 Quadra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354170 Quatá";-;-;-;-;3;-;2;7;-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-;-;16
"354180 Queiroz";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354190 Queluz";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"354200 Quintana";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354210 Rafard";-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"354220 Rancharia";-;-;1;-;6;-;1;21;-;-;-;1;-;-;-;-;-;-;-;5;-;-;-;-;-;35
"354230 Redenção da Serra";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354240 Regente Feijó";-;-;-;-;4;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4;2;-;-;-;-;12
"354250 Reginópolis";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354260 Registro";-;-;-;-;10;-;8;45;-;1;-;2;-;-;-;1;-;1;-;8;-;-;-;-;-;76
"354270 Restinga";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354280 Ribeira";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"354290 Ribeirão Bonito";-;-;-;-;4;-;1;8;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;15
"354300 Ribeirão Branco";-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;1;-;-;-;-;10
"354310 Ribeirão Corrente";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354320 Ribeirão do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354323 Ribeirão dos Índios";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354325 Ribeirão Grande";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"354330 Ribeirão Pires";-;-;3;-;9;-;20;31;-;-;-;2;1;-;5;-;-;1;-;8;1;-;-;-;-;81
"354340 Ribeirão Preto";-;-;2;-;37;1;131;420;-;1;4;12;-;1;30;13;-;1;-;91;4;-;2;-;3;753
"354360 Rifaina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354370 Rincão";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;6
"354380 Rinópolis";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354390 Rio Claro";-;-;2;-;16;-;59;127;-;-;1;4;2;1;5;-;-;2;-;34;2;-;-;-;-;255
"354400 Rio das Pedras";-;-;-;-;2;-;5;53;-;-;-;1;-;-;-;-;-;1;-;2;1;-;-;-;-;65
"354410 Rio Grande da Serra";-;-;-;-;6;-;2;2;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;12
"354420 Riolândia";-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354350 Riversul";-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;4
"354425 Rosana";-;-;-;-;7;-;1;12;-;-;-;1;-;-;-;2;-;-;-;4;1;-;-;-;-;28
"354430 Roseira";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354440 Rubiácea";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"354450 Rubinéia";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354460 Sabino";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354470 Sagres";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354480 Sales";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354490 Sales Oliveira";-;-;-;-;2;-;-;8;-;-;-;1;-;-;-;2;-;1;-;1;-;-;-;-;-;15
"354500 Salesópolis";-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;7
"354510 Salmourão";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354515 Saltinho";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354520 Salto";-;-;1;-;10;-;11;33;-;-;-;3;-;-;5;-;-;-;-;4;2;-;-;-;-;69
"354530 Salto de Pirapora";-;-;-;-;8;-;2;13;-;-;3;1;-;-;1;-;-;-;-;-;-;-;-;-;-;28
"354540 Salto Grande";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354550 Sandovalina";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354560 Santa Adélia";-;-;-;-;2;-;-;2;-;-;-;1;-;-;-;3;-;-;-;2;-;-;-;-;-;10
"354570 Santa Albertina";-;-;-;-;2;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354580 Santa Bárbara d'Oeste";-;-;-;-;12;-;9;74;-;-;-;1;1;-;3;-;-;1;-;12;3;-;1;-;-;117
"354600 Santa Branca";-;-;-;-;5;-;1;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;10
"354610 Santa Clara d'Oeste";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354620 Santa Cruz da Conceição";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;4
"354625 Santa Cruz da Esperança";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354630 Santa Cruz das Palmeiras";-;-;-;-;2;-;1;41;-;-;-;1;1;-;5;-;-;-;-;3;-;-;-;-;-;54
"354640 Santa Cruz do Rio Pardo";-;-;1;-;6;-;7;25;-;-;-;2;-;-;1;-;-;-;-;6;1;-;-;-;-;49
"354650 Santa Ernestina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354660 Santa Fé do Sul";-;-;-;-;9;-;11;33;-;-;-;1;-;-;2;-;-;1;-;7;-;-;-;-;-;64
"354670 Santa Gertrudes";-;-;1;-;5;-;1;24;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;35
"354680 Santa Isabel";-;-;-;-;11;-;3;3;-;-;-;1;-;-;-;-;-;-;-;3;2;-;-;-;-;23
"354690 Santa Lúcia";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;4
"354700 Santa Maria da Serra";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"354710 Santa Mercedes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354740 Santa Rita d'Oeste";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354750 Santa Rita do Passa Quatro";-;-;1;-;6;-;4;38;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;52
"354760 Santa Rosa de Viterbo";-;-;-;-;5;-;3;14;-;-;-;1;-;-;-;-;-;-;-;4;-;-;-;-;-;27
"354765 Santa Salete";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354720 Santana da Ponte Pensa";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354730 Santana de Parnaíba";-;-;3;-;8;-;3;4;-;-;-;-;-;-;1;-;-;2;-;1;1;-;-;-;-;23
"354770 Santo Anastácio";-;-;-;-;4;-;1;14;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;21
"354780 Santo André";-;-;6;-;38;2;179;202;1;2;-;11;2;1;111;2;-;4;-;49;2;-;1;-;-;613
"354790 Santo Antônio da Alegria";-;-;-;-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"354800 Santo Antônio de Posse";-;-;-;-;4;-;1;1;-;-;-;-;-;-;3;-;-;1;-;1;-;-;-;-;-;11
"354805 Santo Antônio do Aracanguá";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354810 Santo Antônio do Jardim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"354820 Santo Antônio do Pinhal";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;5
"354830 Santo Expedito";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354840 Santópolis do Aguapeí";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354850 Santos";-;-;7;-;32;2;140;1128;3;-;3;12;10;1;5;6;3;4;1;64;4;-;3;-;1;1429
"354860 São Bento do Sapucaí";-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;4;-;1;-;2;-;-;-;-;-;11
"354870 São Bernardo do Campo";-;-;4;-;30;-;189;189;-;-;4;10;1;-;39;-;1;11;-;46;3;-;1;-;1;529
"354880 São Caetano do Sul";-;-;1;-;14;-;118;214;-;-;1;3;-;-;3;-;-;1;-;32;1;1;-;-;1;390
"354890 São Carlos";-;-;2;-;23;1;28;116;-;-;-;3;-;-;39;-;-;2;-;25;2;-;1;-;1;243
"354900 São Francisco";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354910 São João da Boa Vista";-;-;-;-;11;2;27;214;-;-;-;2;-;-;2;-;-;1;-;14;3;-;-;-;-;276
"354920 São João das Duas Pontes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354925 São João de Iracema";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354930 São João do Pau d'Alho";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354940 São Joaquim da Barra";-;-;-;-;10;-;5;86;-;-;-;1;-;-;-;-;-;-;-;11;-;-;-;-;-;113
"354950 São José da Bela Vista";-;-;-;-;2;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;7
"354960 São José do Barreiro";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;3
"354970 São José do Rio Pardo";-;-;1;-;4;-;21;35;1;-;-;1;-;-;5;-;-;1;-;9;1;-;-;-;-;79
"354980 São José do Rio Preto";1;1;2;-;22;3;236;115;1;2;6;6;1;1;57;-;-;1;1;59;4;-;1;-;1;521
"354990 São José dos Campos";-;-;4;-;40;1;110;715;3;1;8;9;5;-;26;1;2;4;-;46;3;1;-;-;2;981
"354995 São Lourenço da Serra";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355000 São Luís do Paraitinga";-;-;-;-;4;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;7
"355010 São Manuel";-;-;-;-;6;-;-;27;-;-;-;1;-;-;-;-;-;-;-;9;1;-;-;-;-;44
"355020 São Miguel Arcanjo";-;-;1;-;9;-;1;22;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;37
"355030 São Paulo";-;-;45;1;426;11;1906;5784;7;16;50;139;14;1;200;26;4;17;1;498;37;1;10;-;7;9201
"355040 São Pedro";-;-;-;-;4;-;3;36;-;2;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;48
"355050 São Pedro do Turvo";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355060 São Roque";-;-;1;-;9;-;20;71;-;-;-;2;-;-;5;1;-;-;-;5;2;-;-;-;-;116
"355070 São Sebastião";-;-;1;-;15;1;8;90;-;-;-;1;-;-;-;1;-;1;-;3;1;-;-;-;1;123
"355080 São Sebastião da Grama";-;-;-;-;3;-;-;8;-;-;-;1;-;-;-;-;-;1;-;2;2;-;-;-;-;17
"355090 São Simão";-;-;-;-;3;-;2;21;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;30
"355100 São Vicente";-;-;5;-;26;-;25;121;-;1;-;3;1;-;3;2;1;3;1;6;-;-;1;-;-;199
"355110 Sarapuí";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;5
"355120 Sarutaiá";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355130 Sebastianópolis do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355140 Serra Azul";-;-;-;-;4;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"355160 Serra Negra";-;-;2;-;-;-;-;16;-;-;-;1;-;-;-;6;-;-;-;5;-;-;-;-;-;30
"355150 Serrana";-;-;-;-;7;-;5;-;-;-;-;1;-;-;3;-;-;-;-;1;1;-;-;-;-;18
"355170 Sertãozinho";-;-;1;-;10;-;8;34;-;-;-;2;1;-;-;-;-;1;-;10;1;-;-;-;-;68
"355180 Sete Barras";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"355190 Severínia";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;6
"355200 Silveiras";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"355210 Socorro";-;-;1;-;5;-;1;5;-;-;-;1;-;-;1;6;-;-;-;4;-;-;-;-;-;24
"355220 Sorocaba";-;-;5;-;32;1;73;199;-;-;7;7;3;1;26;-;-;4;1;43;6;-;3;-;8;419
"355230 Sud Mennucci";-;-;-;-;2;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"355240 Sumaré";-;-;1;-;19;1;11;33;-;1;-;1;1;-;11;-;-;1;-;14;2;-;-;-;-;96
"355255 Suzanápolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355250 Suzano";-;-;1;-;18;-;33;33;-;2;-;4;-;-;6;-;-;1;1;16;1;-;1;-;-;117
"355260 Tabapuã";-;-;-;-;2;-;2;4;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;11
"355270 Tabatinga";-;-;-;-;4;-;-;26;-;-;-;1;-;-;1;-;-;1;-;4;1;-;-;-;-;38
"355280 Taboão da Serra";-;-;2;-;11;1;19;25;-;1;1;3;-;-;7;-;-;1;-;5;1;-;1;-;-;78
"355290 Taciba";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355300 Taguaí";-;-;-;-;1;-;-;6;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;9
"355310 Taiaçu";-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"355320 Taiúva";-;-;-;-;2;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"355330 Tambaú";-;-;-;-;1;-;1;22;-;-;-;1;-;-;1;5;-;1;-;4;1;-;-;-;-;37
"355340 Tanabi";-;-;-;-;5;-;12;1;-;-;-;1;-;-;-;3;-;-;-;2;-;-;-;-;-;24
"355350 Tapiraí";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355360 Tapiratiba";-;-;-;-;2;-;-;2;-;-;1;1;-;-;1;1;-;-;-;2;1;-;-;-;-;11
"355365 Taquaral";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355370 Taquaritinga";-;-;2;-;10;-;7;62;-;-;-;1;1;-;1;-;-;1;-;9;1;-;-;-;1;96
"355380 Taquarituba";-;-;-;-;5;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;10
"355385 Taquarivaí";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"355390 Tarabai";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355395 Tarumã";-;-;1;-;5;-;2;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;12
"355400 Tatuí";-;-;-;-;16;-;19;186;-;-;-;2;-;-;6;1;-;1;-;17;2;-;1;-;-;251
"355410 Taubaté";-;-;1;-;54;-;117;267;-;-;1;3;1;1;4;-;-;1;1;30;6;-;-;-;3;490
"355420 Tejupá";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355430 Teodoro Sampaio";-;-;-;-;7;-;2;5;-;-;-;1;-;-;-;2;-;-;-;3;1;-;-;-;-;21
"355440 Terra Roxa";-;-;-;-;4;-;1;3;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;11
"355450 Tietê";-;-;-;-;3;-;11;52;-;-;-;1;-;-;-;5;-;-;-;12;2;-;-;-;-;86
"355460 Timburi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355465 Torre de Pedra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355470 Torrinha";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355475 Trabiju";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355480 Tremembé";-;-;-;-;4;-;2;5;-;-;-;1;-;-;-;3;-;1;-;1;-;-;-;-;-;17
"355490 Três Fronteiras";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355495 Tuiuti";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355500 Tupã";-;-;-;-;6;-;3;11;-;-;3;2;-;-;6;7;-;-;-;6;-;-;-;-;-;44
"355510 Tupi Paulista";-;-;-;-;6;-;-;8;-;-;-;1;-;-;-;-;-;1;-;3;-;-;-;-;-;19
"355520 Turiúba";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355530 Turmalina";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355535 Ubarana";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355540 Ubatuba";-;-;1;-;19;-;4;18;-;-;-;1;-;-;-;2;-;-;-;4;1;-;-;-;-;50
"355550 Ubirajara";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355560 Uchoa";-;-;-;-;2;-;2;2;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;8
