"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"Total"
"352770 Luiziânia";-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;7
"352780 Lupércio";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"352790 Lutécia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"352800 Macatuba";-;-;-;-;-;1;-;4;-;-;3;20;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;32
"352810 Macaubal";-;-;-;-;-;-;-;1;-;-;-;7;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;12
"352820 Macedônia";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"352830 Magda";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"352840 Mairinque";1;1;-;-;-;-;-;15;-;-;10;21;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;1;-;-;1;-;-;53
"352850 Mairiporã";-;1;-;-;-;2;-;6;-;-;13;16;-;2;-;1;-;-;-;2;7;1;-;-;1;-;-;-;2;-;-;-;-;-;54
"352860 Manduri";-;-;-;-;-;-;-;2;-;-;3;3;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;10
"352870 Marabá Paulista";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352880 Maracaí";1;-;-;-;-;1;-;4;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;16
"352885 Marapoama";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;3
"352890 Mariápolis";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"352900 Marília";-;1;1;-;-;3;-;51;1;1;38;581;-;4;2;4;-;-;1;1;-;3;-;-;2;1;-;-;26;2;-;6;1;-;730
"352910 Marinópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"352920 Martinópolis";-;-;-;-;-;2;-;10;-;-;3;16;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;35
"352930 Matão";-;-;-;-;-;1;-;16;-;-;25;104;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;9;-;-;3;1;-;162
"352940 Mauá";3;1;2;-;-;3;-;24;1;-;15;148;-;2;-;4;-;-;-;7;-;4;1;1;1;-;-;-;18;2;-;12;1;-;250
"352950 Mendonça";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;5
"352960 Meridiano";-;-;-;-;-;-;-;1;-;-;2;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"352965 Mesópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"352970 Miguelópolis";-;-;-;-;-;-;-;7;1;-;3;12;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;3;-;-;-;-;-;29
"352980 Mineiros do Tietê";1;-;-;-;-;-;-;3;-;-;2;4;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;12
"353000 Mira Estrela";1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"352990 Miracatu";-;-;-;-;-;-;-;5;-;-;1;2;-;-;-;-;-;-;-;-;3;-;-;1;1;-;-;-;1;-;-;-;-;-;14
"353010 Mirandópolis";-;-;-;-;-;-;-;6;-;-;-;29;-;1;-;1;-;-;-;-;3;-;-;-;1;-;-;-;7;1;-;-;-;-;49
"353020 Mirante do Paranapanema";1;-;-;-;-;-;-;8;-;-;1;9;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;23
"353030 Mirassol";-;-;-;-;-;1;-;6;-;-;13;81;-;-;-;2;-;-;-;-;1;-;-;1;1;1;-;-;8;-;-;1;-;-;116
"353040 Mirassolândia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"353050 Mococa";-;-;-;1;-;4;-;11;1;-;86;87;-;1;-;1;6;-;-;2;-;-;1;-;1;-;-;-;10;2;-;1;1;-;216
"353060 Mogi das Cruzes";-;-;1;-;1;1;-;30;-;-;83;43;-;1;1;7;-;-;-;3;6;2;-;-;1;-;-;-;25;2;-;7;3;-;217
"353070 Mogi Guaçu";1;-;1;-;-;2;-;20;-;-;32;210;-;-;-;3;-;-;-;13;-;1;-;-;1;-;-;-;13;-;-;2;-;-;299
"353080 Mogi Mirim";-;1;-;-;-;2;-;14;-;-;13;139;-;1;1;2;-;-;-;4;-;1;-;-;1;-;-;-;14;-;-;2;-;-;195
"353090 Mombuca";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"353100 Monções";1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;6
"353110 Mongaguá";-;-;-;-;-;-;-;9;-;-;10;6;-;1;-;1;-;-;-;1;-;-;-;2;-;-;-;-;3;1;-;2;-;-;36
"353120 Monte Alegre do Sul";-;-;-;1;-;-;-;3;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;11
"353130 Monte Alto";-;-;-;-;-;1;-;7;-;-;6;134;1;1;-;2;-;-;-;31;2;1;-;-;-;-;-;-;2;1;-;1;-;-;190
"353140 Monte Aprazível";-;-;-;-;-;-;-;4;-;-;6;16;-;-;-;1;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;1;-;-;32
"353150 Monte Azul Paulista";-;-;-;-;-;-;-;6;-;-;1;16;-;-;-;2;-;-;-;1;-;-;-;1;1;-;-;-;3;-;-;-;-;-;31
"353160 Monte Castelo";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"353180 Monte Mor";-;-;-;-;-;1;-;10;-;-;6;24;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;4;2;-;-;-;-;49
"353170 Monteiro Lobato";-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"353190 Morro Agudo";1;-;-;-;-;1;-;5;-;-;6;32;-;-;-;1;-;-;-;1;4;-;-;-;1;-;-;-;9;-;-;-;-;-;61
"353200 Morungaba";-;-;-;-;-;-;-;5;-;-;2;-;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;11
"353205 Motuca";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;4
"353210 Murutinga do Sul";-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;7
"353215 Nantes";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;4
"353220 Narandiba";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"353230 Natividade da Serra";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"353240 Nazaré Paulista";-;-;-;-;-;-;-;1;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;7
"353250 Neves Paulista";-;-;-;-;-;-;-;3;-;-;1;4;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;13
"353260 Nhandeara";-;-;-;-;-;-;-;4;-;-;2;22;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;34
"353270 Nipoã";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"353280 Nova Aliança";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;5
"353282 Nova Campina";-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"353284 Nova Canaã Paulista";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"353286 Nova Castilho";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"353290 Nova Europa";-;-;-;-;-;-;-;4;-;-;2;3;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;12
"353300 Nova Granada";-;-;-;-;-;-;-;4;-;-;2;4;-;-;-;1;-;-;-;5;2;-;-;-;1;-;-;-;1;-;-;1;-;-;21
"353310 Nova Guataporanga";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"353320 Nova Independência";1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"353330 Nova Luzitânia";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;4
"353340 Nova Odessa";-;-;-;-;-;1;-;5;-;-;3;36;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;48
"353325 Novais";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"353350 Novo Horizonte";-;-;-;-;-;1;-;5;-;-;13;43;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;5;-;-;-;-;-;71
"353360 Nuporanga";-;-;-;-;-;-;-;4;-;-;-;11;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;6;1;-;-;-;-;23
"353370 Ocauçu";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"353380 Óleo";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"353390 Olímpia";-;1;-;-;-;-;-;9;-;1;11;69;-;-;-;1;1;-;-;6;-;1;-;1;1;-;-;-;11;-;-;2;-;-;115
"353400 Onda Verde";-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"353410 Oriente";1;-;-;-;-;-;-;2;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;13
"353420 Orindiúva";-;-;-;-;-;1;-;1;-;-;2;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;10
"353430 Orlândia";-;-;-;-;-;2;-;7;-;-;20;93;1;1;-;1;-;-;-;5;-;1;-;-;1;-;-;-;8;-;-;-;1;-;141
"353440 Osasco";-;1;1;-;3;3;-;37;-;-;192;470;-;3;2;6;3;-;1;9;-;4;-;6;1;-;-;-;42;3;-;11;1;-;799
"353450 Oscar Bressane";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"353460 Osvaldo Cruz";-;1;-;-;-;-;-;7;-;-;6;27;-;-;-;2;-;-;-;1;1;-;-;-;1;-;-;-;15;-;-;-;-;-;61
"353470 Ourinhos";-;-;1;-;1;1;-;19;1;-;7;272;-;1;2;3;2;-;-;7;2;1;-;-;1;-;-;-;29;1;-;3;-;-;354
"353480 Ouro Verde";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;5
"353475 Ouroeste";-;-;-;-;-;-;-;2;-;-;-;17;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;24
"353490 Pacaembu";2;-;-;-;-;-;-;4;-;-;-;12;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;22
"353500 Palestina";-;-;-;-;-;-;-;1;-;-;1;5;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;2;-;-;1;-;-;14
"353510 Palmares Paulista";-;-;-;-;-;-;-;2;-;-;1;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;12
"353520 Palmeira d'Oeste";-;-;-;-;-;-;-;3;-;-;-;4;-;-;-;1;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;1;-;-;13
"353530 Palmital";1;1;-;-;-;-;-;5;-;-;1;22;-;1;-;1;-;-;-;2;-;-;-;-;1;-;-;-;2;1;-;1;-;-;39
"353540 Panorama";-;-;-;-;-;-;-;4;-;-;1;7;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;16
"353550 Paraguaçu Paulista";-;1;-;-;-;1;-;9;-;-;2;61;-;2;-;1;-;-;-;1;3;-;-;-;1;-;-;-;10;-;-;1;-;-;93
"353560 Paraibuna";-;-;-;-;-;-;-;1;-;-;-;6;-;-;-;1;-;-;-;-;3;1;-;-;1;-;-;-;1;-;-;-;-;-;14
"353570 Paraíso";-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;7
"353580 Paranapanema";-;-;-;-;-;-;-;3;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;11
"353590 Paranapuã";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"353600 Parapuã";-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"353610 Pardinho";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;4
"353620 Pariquera-Açu";-;-;-;-;-;-;-;8;-;-;3;4;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;21
"353625 Parisi";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"353630 Patrocínio Paulista";-;-;-;-;-;-;-;6;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;14
"353640 Paulicéia";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"353650 Paulínia";-;-;-;-;-;2;-;9;-;-;13;89;-;-;-;1;-;-;-;8;-;2;-;-;1;-;-;-;5;-;-;-;1;-;131
"353657 Paulistânia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"353660 Paulo de Faria";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;6
"353670 Pederneiras";-;-;-;-;-;1;-;13;-;-;4;41;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;7;-;-;1;-;-;69
"353680 Pedra Bela";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;3
"353690 Pedranópolis";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"353700 Pedregulho";-;-;-;-;-;-;-;7;-;-;3;6;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;20
"353710 Pedreira";-;-;-;-;-;1;-;8;-;-;2;20;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;-;12;-;-;-;-;-;47
"353715 Pedrinhas Paulista";-;-;-;-;-;-;-;3;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;10
"353720 Pedro de Toledo";-;-;-;-;-;-;-;5;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;9
"353730 Penápolis";-;1;-;-;-;2;-;9;-;-;6;106;1;-;1;2;-;-;-;1;-;-;-;1;1;-;-;-;11;1;-;-;-;-;143
"353740 Pereira Barreto";2;-;-;1;-;-;-;6;-;-;4;35;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;-;5;-;-;-;-;-;57
"353750 Pereiras";-;1;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;9
"353760 Peruíbe";-;-;-;-;-;1;-;11;-;-;3;17;-;-;-;-;-;-;-;12;2;1;-;-;1;-;-;-;5;-;-;3;-;-;56
"353770 Piacatu";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353780 Piedade";-;1;-;-;-;1;-;6;-;-;6;28;-;-;1;1;-;-;-;1;-;-;-;-;1;-;-;-;3;-;-;1;-;-;50
"353790 Pilar do Sul";-;1;-;-;-;-;-;7;-;-;1;5;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;2;-;-;1;-;-;20
"353800 Pindamonhangaba";-;-;-;-;1;1;-;22;-;-;18;237;-;-;-;2;-;-;-;7;-;1;-;-;1;-;-;-;14;-;-;-;-;-;304
"353810 Pindorama";-;-;-;-;-;-;-;3;-;-;1;6;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;4;-;-;-;-;-;17
"353820 Pinhalzinho";-;-;-;-;-;-;-;1;-;-;3;1;-;-;-;-;-;-;-;-;3;1;-;-;1;-;-;-;2;-;-;1;-;-;13
"353830 Piquerobi";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"353850 Piquete";-;-;-;-;-;-;-;4;-;-;1;4;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;12
"353860 Piracaia";-;-;-;-;-;-;-;2;-;-;2;5;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;2;-;-;1;-;-;15
"353870 Piracicaba";-;1;1;-;-;1;-;74;-;-;225;511;-;1;-;4;2;-;-;5;-;4;1;-;2;1;-;-;74;-;-;7;-;-;914
"353880 Piraju";-;-;-;-;-;-;-;9;-;1;5;55;-;-;-;1;-;-;-;3;-;-;-;-;1;-;-;-;6;-;-;-;-;-;81
"353890 Pirajuí";-;-;-;-;-;-;-;5;-;-;1;27;-;-;1;1;-;-;-;-;3;-;-;1;1;-;-;-;2;-;-;1;-;-;43
"353900 Pirangi";-;-;-;-;-;-;-;2;-;1;2;8;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;17
"353910 Pirapora do Bom Jesus";-;-;-;-;-;-;-;4;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;9
"353920 Pirapozinho";-;-;-;-;-;1;-;6;-;-;3;10;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;-;3;-;-;-;-;-;27
"353930 Pirassununga";-;-;-;-;-;3;-;16;-;-;9;173;-;-;-;1;-;-;-;3;-;1;-;1;1;-;-;-;9;1;-;3;-;-;221
"353940 Piratininga";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;1;-;-;7
"353950 Pitangueiras";-;-;-;-;-;-;-;6;-;-;8;46;-;-;-;1;-;-;-;5;-;2;-;-;1;-;-;-;2;-;-;1;-;-;72
"353960 Planalto";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;3
"353970 Platina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"353980 Poá";-;1;-;-;-;-;-;15;-;-;10;15;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;-;5;3;-;-;1;-;54
"353990 Poloni";-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"354000 Pompéia";-;-;-;-;-;1;-;7;-;-;10;83;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;3;1;-;-;-;-;107
"354010 Pongaí";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354020 Pontal";-;-;-;-;-;-;-;9;-;-;5;22;-;1;-;1;-;-;-;3;1;-;-;-;2;-;-;-;9;2;-;1;-;-;56
"354025 Pontalinda";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354030 Pontes Gestal";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354040 Populina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354050 Porangaba";-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;1;3;-;-;-;1;-;-;-;1;-;-;-;-;-;12
"354060 Porto Feliz";2;1;-;-;-;-;-;8;-;-;7;49;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;6;-;-;-;-;-;76
"354070 Porto Ferreira";-;-;-;-;-;1;-;10;-;-;4;107;-;-;-;1;-;-;-;5;-;1;-;-;1;-;-;-;20;-;-;-;-;-;150
"354075 Potim";-;-;-;-;-;1;-;6;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;12
"354080 Potirendaba";-;-;-;-;-;1;-;4;-;-;2;6;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;18
"354085 Pracinha";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354090 Pradópolis";-;-;-;-;-;-;-;2;-;-;2;6;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;1;-;-;15
"354100 Praia Grande";-;3;-;-;-;2;-;21;-;-;28;79;-;-;-;1;3;-;-;19;1;4;-;3;1;-;-;-;16;1;-;5;1;-;188
"354105 Pratânia";-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"354110 Presidente Alves";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354120 Presidente Bernardes";-;-;-;-;-;-;-;7;-;-;-;12;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;24
"354130 Presidente Epitácio";-;-;-;-;-;-;-;9;-;-;-;23;-;-;-;1;-;-;1;-;1;-;-;-;1;-;-;-;9;-;-;-;-;-;45
"354140 Presidente Prudente";-;-;-;-;-;2;-;27;-;-;57;553;-;1;5;8;-;1;-;13;1;4;-;-;2;1;-;-;35;1;-;-;1;-;712
"354150 Presidente Venceslau";-;-;-;-;-;1;-;10;-;-;1;47;-;1;-;1;-;-;-;2;-;-;-;-;1;-;-;-;9;2;-;-;-;-;75
"354160 Promissão";-;-;-;-;-;-;-;10;-;-;4;42;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;5;-;-;-;-;-;64
"354165 Quadra";-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;5
"354170 Quatá";-;-;-;-;-;-;-;4;-;-;1;14;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;2;-;-;-;-;-;24
"354180 Queiroz";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354190 Queluz";-;1;-;-;-;-;-;4;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;10
"354200 Quintana";-;-;-;-;-;-;-;4;-;-;2;6;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;14
"354210 Rafard";-;-;-;-;-;-;-;1;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"354220 Rancharia";-;-;-;-;-;1;-;9;-;-;3;35;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;8;-;-;-;-;-;59
