"Município";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"POLICLINICA";"POSTO DE SAUDE";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"Total"
"353810 Pindorama";-;-;-;-;3;-;-;3;-;-;-;-;-;-;-;1;-;1;1;4;-;-;-;-;13
"353820 Pinhalzinho";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"353830 Piquerobi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353850 Piquete";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353860 Piracaia";-;-;-;-;2;-;1;2;-;-;-;1;-;-;1;-;-;-;1;2;-;-;-;-;10
"353870 Piracicaba";-;-;1;-;59;-;143;432;-;1;-;5;1;-;5;-;1;4;2;67;-;-;1;1;723
"353880 Piraju";-;-;-;-;8;-;1;47;-;-;-;1;-;-;4;-;-;-;1;5;1;-;-;-;68
"353890 Pirajuí";-;-;-;-;7;-;1;21;-;-;1;1;-;-;-;-;-;1;-;4;-;-;-;1;37
"353900 Pirangi";-;-;-;-;3;-;1;7;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;14
"353910 Pirapora do Bom Jesus";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;7
"353920 Pirapozinho";-;-;-;-;6;-;1;6;-;-;1;-;-;-;1;1;-;1;-;5;-;-;-;-;22
"353930 Pirassununga";-;-;2;-;-;-;8;115;-;-;-;2;-;-;2;16;-;1;1;7;1;-;1;-;156
"353940 Piratininga";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;5
"353950 Pitangueiras";-;-;-;-;6;-;3;31;-;-;-;1;-;-;7;1;-;-;1;3;-;-;-;-;53
"353960 Planalto";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"353970 Platina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353980 Poá";-;-;-;-;9;1;6;9;-;-;-;1;-;-;2;7;-;-;1;5;3;-;-;-;44
"353990 Poloni";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;6
"354000 Pompéia";-;-;1;-;6;-;10;46;-;-;-;1;-;-;-;1;-;1;1;3;-;-;-;-;70
"354010 Pongaí";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354020 Pontal";-;-;-;-;8;-;4;14;-;-;-;1;-;-;2;-;-;-;-;9;1;-;-;-;39
"354025 Pontalinda";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354030 Pontes Gestal";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354040 Populina";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;3
"354050 Porangaba";-;-;-;-;1;-;-;6;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;9
"354060 Porto Feliz";-;-;-;-;9;-;5;34;-;1;-;1;-;-;1;-;-;-;1;4;1;-;-;-;57
"354070 Porto Ferreira";-;-;-;-;10;-;-;82;-;-;-;1;-;-;5;-;-;-;-;17;1;-;-;-;116
"354075 Potim";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;4
"354080 Potirendaba";-;-;-;-;4;-;1;6;-;-;-;1;-;-;-;-;-;-;1;3;-;-;-;-;16
"354085 Pracinha";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354090 Pradópolis";-;-;-;-;5;-;-;6;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;13
"354100 Praia Grande";-;-;1;-;20;-;18;52;1;-;-;1;3;-;11;1;1;2;1;13;-;-;-;1;126
"354105 Pratânia";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"354110 Presidente Alves";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354120 Presidente Bernardes";-;-;-;-;9;-;-;9;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;22
"354130 Presidente Epitácio";-;-;-;-;9;-;1;18;-;-;-;1;-;-;-;1;-;-;-;6;1;-;-;-;37
"354140 Presidente Prudente";-;-;1;-;25;-;52;440;-;1;6;8;-;1;6;-;-;1;1;33;2;-;1;-;578
"354150 Presidente Venceslau";-;-;1;-;10;-;-;30;-;-;-;1;-;-;-;-;-;-;-;8;1;-;-;-;51
"354160 Promissão";-;-;-;-;11;-;5;29;-;-;-;1;-;-;1;-;-;-;1;4;2;-;-;-;54
"354165 Quadra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354170 Quatá";-;-;-;-;3;-;1;10;-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-;18
"354180 Queiroz";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354190 Queluz";-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;7
"354200 Quintana";-;-;-;-;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354210 Rafard";-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354220 Rancharia";-;-;1;-;6;-;2;25;-;-;-;1;-;-;-;-;-;-;-;4;-;-;-;-;39
"354230 Redenção da Serra";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"354240 Regente Feijó";-;-;-;-;7;-;-;3;-;-;-;1;-;-;-;-;-;-;-;3;2;-;-;-;16
"354250 Reginópolis";-;-;-;-;3;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"354260 Registro";-;-;-;-;15;-;10;50;-;1;-;2;-;-;2;-;-;1;2;8;-;-;-;-;91
"354270 Restinga";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354280 Ribeira";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;4
"354290 Ribeirão Bonito";-;-;-;-;4;-;1;17;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;24
"354300 Ribeirão Branco";-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;9
"354310 Ribeirão Corrente";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354320 Ribeirão do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354323 Ribeirão dos Índios";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354325 Ribeirão Grande";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"354330 Ribeirão Pires";-;-;3;-;9;-;20;40;-;-;-;2;1;-;6;-;-;-;1;8;-;-;-;-;90
"354340 Ribeirão Preto";-;4;3;-;37;-;201;864;-;1;4;12;-;1;54;11;-;1;2;80;3;-;-;3;1281
"354360 Rifaina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354370 Rincão";-;-;-;-;1;-;-;5;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;9
"354380 Rinópolis";-;-;-;-;3;-;-;2;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;8
"354390 Rio Claro";-;-;2;-;17;-;62;178;1;2;1;4;1;1;9;-;-;2;1;30;3;-;-;-;314
"354400 Rio das Pedras";-;-;-;-;2;-;6;53;-;-;-;1;-;-;1;-;-;1;1;3;-;-;-;-;68
"354410 Rio Grande da Serra";-;-;-;-;6;-;3;3;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;15
"354420 Riolândia";-;-;-;-;2;-;1;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;6
"354350 Riversul";-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;4
"354425 Rosana";-;-;-;-;1;-;1;19;-;-;-;1;-;-;-;8;-;-;-;4;1;-;-;-;35
"354430 Roseira";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;6
"354440 Rubiácea";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354450 Rubinéia";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354460 Sabino";-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"354470 Sagres";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354480 Sales";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354490 Sales Oliveira";-;-;-;-;3;-;-;19;-;-;-;1;-;-;-;-;-;1;-;3;1;-;-;-;28
"354500 Salesópolis";-;-;-;-;2;1;-;1;-;-;-;1;-;-;-;-;-;-;1;1;2;-;-;-;9
"354510 Salmourão";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354515 Saltinho";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354520 Salto";-;-;1;-;9;-;12;74;-;-;-;2;-;-;5;-;-;-;1;4;-;-;-;1;109
"354530 Salto de Pirapora";-;-;-;-;7;-;2;33;-;-;2;1;-;-;1;-;-;-;1;1;-;-;-;-;48
"354540 Salto Grande";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"354550 Sandovalina";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354560 Santa Adélia";-;-;-;-;2;-;1;13;-;-;-;1;-;-;-;3;-;-;1;1;-;-;-;-;22
"354570 Santa Albertina";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;5
"354580 Santa Bárbara d'Oeste";-;-;-;-;12;-;13;137;-;-;-;1;1;-;3;-;1;-;-;13;3;-;1;-;185
"354600 Santa Branca";-;-;-;-;2;-;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"354610 Santa Clara d'Oeste";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354620 Santa Cruz da Conceição";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;4
"354625 Santa Cruz da Esperança";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354630 Santa Cruz das Palmeiras";-;-;-;-;2;-;1;42;-;-;-;1;1;-;5;-;-;-;1;3;-;-;-;-;56
"354640 Santa Cruz do Rio Pardo";-;-;1;-;6;1;7;89;-;-;-;2;-;-;1;-;-;-;1;9;1;-;-;-;118
"354650 Santa Ernestina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354660 Santa Fé do Sul";-;-;1;-;8;-;13;42;-;-;-;1;-;-;5;-;-;1;1;6;-;-;-;-;78
"354670 Santa Gertrudes";-;-;1;-;5;-;5;28;-;-;-;-;-;-;2;-;-;-;1;2;1;-;-;-;45
"354680 Santa Isabel";-;-;-;-;9;2;4;4;-;-;-;1;-;-;-;-;-;-;1;3;2;-;-;-;26
"354690 Santa Lúcia";-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;6
"354700 Santa Maria da Serra";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3
"354710 Santa Mercedes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"354740 Santa Rita d'Oeste";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354750 Santa Rita do Passa Quatro";-;-;2;-;6;-;4;50;-;-;1;1;-;-;-;-;-;-;1;1;-;-;-;-;66
"354760 Santa Rosa de Viterbo";-;-;-;-;4;-;8;30;-;-;-;1;-;-;-;1;-;-;1;3;1;-;-;-;49
"354765 Santa Salete";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354720 Santana da Ponte Pensa";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354730 Santana de Parnaíba";-;-;3;-;8;1;5;6;-;-;-;1;-;-;1;-;-;1;1;2;1;-;-;-;30
"354770 Santo Anastácio";-;-;-;-;5;-;1;24;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;32
"354780 Santo André";-;-;5;-;39;-;183;296;1;3;1;11;2;1;107;2;-;4;1;53;2;-;1;-;712
"354790 Santo Antônio da Alegria";-;-;-;-;2;-;1;1;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;-;8
"354800 Santo Antônio de Posse";-;-;1;-;4;-;2;7;-;-;-;-;-;-;4;-;-;1;-;-;-;-;-;-;19
"354805 Santo Antônio do Aracanguá";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354810 Santo Antônio do Jardim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"354820 Santo Antônio do Pinhal";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;5
"354830 Santo Expedito";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354840 Santópolis do Aguapeí";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354850 Santos";-;-;7;-;32;1;134;971;3;3;3;11;10;1;4;1;1;3;2;62;2;-;3;1;1255
"354860 São Bento do Sapucaí";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;1;1;2;-;-;-;-;8
"354870 São Bernardo do Campo";-;-;2;-;32;1;229;275;-;-;7;11;3;-;39;-;1;12;-;54;3;-;2;1;672
"354880 São Caetano do Sul";-;-;1;-;12;1;157;292;-;-;-;6;-;-;3;-;-;1;1;34;1;1;-;4;514
"354890 São Carlos";1;-;2;-;25;1;34;175;-;-;-;3;-;-;39;-;-;2;1;31;2;-;2;1;319
"354900 São Francisco";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354910 São João da Boa Vista";1;-;1;-;11;-;24;283;-;1;-;2;1;-;2;-;-;1;2;12;1;-;-;-;342
"354920 São João das Duas Pontes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;3
"354925 São João de Iracema";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354930 São João do Pau d'Alho";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354940 São Joaquim da Barra";-;-;-;-;10;-;6;104;-;-;-;1;-;-;1;-;-;1;1;9;1;-;-;-;134
"354950 São José da Bela Vista";-;-;-;-;2;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7
"354960 São José do Barreiro";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;3
"354970 São José do Rio Pardo";-;-;1;-;4;-;30;54;1;-;-;1;-;-;5;-;-;1;1;11;1;-;-;-;110
"354980 São José do Rio Preto";1;3;5;-;29;2;264;224;2;3;5;7;1;1;45;-;-;5;2;62;2;-;1;1;665
"354990 São José dos Campos";-;2;4;-;39;-;129;923;1;1;9;11;4;-;29;1;2;5;1;49;1;1;1;2;1215
"354995 São Lourenço da Serra";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"355000 São Luís do Paraitinga";-;-;-;-;4;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"355010 São Manuel";-;-;-;-;6;-;-;42;-;-;-;1;-;-;-;-;-;-;1;8;-;-;-;-;58
"355020 São Miguel Arcanjo";-;-;1;-;9;-;2;23;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;1;40
"355030 São Paulo";-;-;49;2;566;14;1921;8408;8;24;50;148;14;1;217;18;6;22;3;567;36;1;20;8;12103
"355040 São Pedro";-;-;-;-;4;-;4;45;-;3;-;1;-;-;2;-;-;-;-;2;-;-;-;-;61
"355050 São Pedro do Turvo";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355060 São Roque";-;-;1;-;9;-;17;128;1;-;-;2;-;-;7;-;-;-;1;8;2;-;-;-;176
"355070 São Sebastião";-;-;1;-;14;1;5;94;-;-;-;1;-;-;-;1;-;1;1;6;1;-;-;-;126
"355080 São Sebastião da Grama";-;-;-;-;5;-;2;12;-;-;-;1;-;-;-;-;-;1;-;2;2;-;-;-;25
"355090 São Simão";-;-;-;-;4;-;4;17;-;-;-;1;-;-;-;-;-;-;1;2;1;-;-;-;30
"355100 São Vicente";-;-;5;-;28;1;30;141;-;1;-;3;1;-;5;3;-;3;1;11;-;-;1;1;235
"355110 Sarapuí";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;5
"355120 Sarutaiá";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355130 Sebastianópolis do Sul";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355140 Serra Azul";-;-;-;-;5;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"355160 Serra Negra";-;-;1;-;1;-;4;30;-;-;-;1;-;-;3;6;-;-;1;5;1;-;-;-;53
"355150 Serrana";-;-;-;-;5;-;6;4;-;-;-;1;-;-;3;-;-;-;1;2;1;-;-;-;23
"355170 Sertãozinho";-;-;-;-;12;-;33;118;-;-;-;2;1;-;7;-;-;1;1;13;2;-;-;-;190
"355180 Sete Barras";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"355190 Severínia";-;-;-;-;2;-;1;1;-;-;-;-;-;-;1;-;-;1;-;2;-;-;-;-;8
"355200 Silveiras";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"355210 Socorro";-;-;1;-;5;-;1;20;-;-;-;1;-;-;1;6;-;-;1;5;1;-;-;-;42
"355220 Sorocaba";-;-;4;-;34;1;85;290;-;1;6;7;3;1;26;-;-;3;2;59;3;-;3;9;537
"355230 Sud Mennucci";-;-;-;-;2;-;-;3;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;8
"355240 Sumaré";-;-;1;-;27;1;15;74;-;1;-;1;1;-;13;-;-;1;1;15;2;-;-;-;153
"355255 Suzanápolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355250 Suzano";-;-;1;-;19;-;37;55;-;2;-;4;-;-;9;-;-;1;1;18;-;-;1;-;148
"355260 Tabapuã";-;-;-;-;1;-;2;3;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;9
"355270 Tabatinga";-;-;-;-;4;-;-;26;-;-;-;1;-;-;1;-;-;1;1;5;-;-;-;-;39
"355280 Taboão da Serra";-;-;2;-;10;1;25;32;-;1;1;3;-;-;9;-;1;1;-;6;1;-;1;-;94
"355290 Taciba";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355300 Taguaí";-;-;-;-;1;-;-;6;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;9
"355310 Taiaçu";-;-;-;-;1;-;-;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"355320 Taiúva";-;-;-;-;2;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;10
"355330 Tambaú";-;-;-;-;6;-;-;24;-;-;-;1;-;-;1;1;-;1;1;5;-;-;-;-;40
"355340 Tanabi";-;-;-;-;6;-;12;5;-;-;-;1;-;-;-;3;-;-;1;3;-;-;-;-;31
"355350 Tapiraí";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355360 Tapiratiba";-;-;-;-;2;-;-;3;-;-;-;1;-;-;1;1;-;-;1;-;-;-;-;-;9
"355365 Taquaral";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355370 Taquaritinga";-;-;2;-;9;-;10;85;1;-;-;1;-;-;2;-;-;1;1;9;-;-;-;1;122
"355380 Taquarituba";-;-;-;-;5;-;1;2;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;11
"355385 Taquarivaí";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355390 Tarabai";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"355395 Tarumã";-;-;1;-;5;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;11
"355400 Tatuí";-;-;-;-;15;-;28;226;-;-;-;1;-;-;5;1;-;2;1;18;2;-;1;1;301
"355410 Taubaté";-;-;1;-;54;-;120;334;-;-;1;4;2;1;4;-;-;1;2;28;2;-;-;3;557
"355420 Tejupá";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"355430 Teodoro Sampaio";-;-;-;-;9;-;2;7;-;-;-;1;-;-;-;-;-;-;-;4;1;-;-;-;24
"355440 Terra Roxa";-;-;-;-;4;-;1;5;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;12
"355450 Tietê";-;-;-;-;3;-;9;66;-;-;-;1;-;-;-;5;-;-;1;11;2;-;-;-;98
"355460 Timburi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355465 Torre de Pedra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355470 Torrinha";-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"355475 Trabiju";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355480 Tremembé";-;-;-;-;4;-;3;9;-;-;-;1;-;-;-;3;-;1;1;2;-;-;-;-;24
"355490 Três Fronteiras";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355495 Tuiuti";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"355500 Tupã";1;-;-;-;5;-;5;79;-;-;3;2;-;-;5;7;-;-;1;8;-;-;-;-;116
"355510 Tupi Paulista";-;-;-;-;6;-;1;17;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;26
"355520 Turiúba";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355530 Turmalina";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355535 Ubarana";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355540 Ubatuba";-;-;1;-;19;-;4;27;-;-;-;1;-;-;-;2;-;-;-;3;1;-;-;-;58
"355550 Ubirajara";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355560 Uchoa";-;-;-;-;3;-;2;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;8
"355570 União Paulista";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355580 Urânia";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;5
"355590 Uru";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355600 Urupês";-;-;-;-;3;-;2;1;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;9
"355610 Valentim Gentil";-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"355620 Valinhos";-;-;1;-;13;-;21;210;-;-;-;2;-;-;2;-;-;1;1;11;2;-;-;-;264
"355630 Valparaíso";-;-;-;-;6;-;1;11;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;20
"355635 Vargem";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355640 Vargem Grande do Sul";-;-;-;-;2;-;3;54;-;-;-;1;-;-;2;4;-;1;-;5;1;-;-;-;73
"355645 Vargem Grande Paulista";-;-;-;-;7;-;4;-;-;-;-;-;-;-;4;-;-;-;2;-;1;-;-;-;18
"355650 Várzea Paulista";-;-;1;-;14;-;5;6;-;-;-;1;-;-;1;-;-;-;1;2;-;-;-;-;31
"355660 Vera Cruz";-;-;-;-;1;-;2;7;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;12
"355670 Vinhedo";-;-;1;-;4;-;28;170;-;-;-;1;-;-;2;-;-;-;1;14;-;-;-;-;221
"355680 Viradouro";-;-;-;-;4;-;4;18;-;1;-;1;-;-;3;-;-;1;1;1;2;-;-;-;36
"355690 Vista Alegre do Alto";-;-;-;-;1;-;1;3;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;7
"355695 Vitória Brasil";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355700 Votorantim";-;-;1;-;15;-;5;33;-;-;-;3;1;-;2;1;-;-;1;7;1;1;-;1;72
"355710 Votuporanga";-;-;1;-;14;-;15;170;-;1;-;2;-;-;1;-;-;-;1;13;-;-;-;1;219
"355715 Zacarias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"Total";8;16;279;2;4212;72;7119;32737;26;112;177;730;84;16;1304;331;21;224;383;3179;305;31;80;91;51539
&
