"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"352620 Juquitiba";-;-;-;-;-;1;-;5;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;-;-;14
"352630 Lagoinha";-;1;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;8
"352640 Laranjal Paulista";1;-;-;-;-;1;-;6;-;-;4;62;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;8;-;-;-;-;-;-;86
"352650 Lavínia";-;1;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"352660 Lavrinhas";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;5
"352670 Leme";-;-;-;-;-;3;-;14;-;-;14;142;-;-;-;2;-;-;-;-;-;1;2;-;-;1;-;-;-;15;3;-;-;1;-;-;198
"352680 Lençóis Paulista";-;1;-;-;-;1;-;11;-;-;12;161;-;-;-;1;-;-;-;2;-;-;1;-;-;1;-;-;-;22;-;-;1;1;-;-;215
"352690 Limeira";-;-;1;-;-;3;-;30;-;-;30;594;-;-;-;4;1;-;-;18;-;3;1;-;-;1;-;-;-;47;3;-;4;-;-;-;740
"352700 Lindóia";-;-;-;-;-;-;-;3;-;-;3;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;3;-;-;1;-;-;-;14
"352710 Lins";1;1;-;-;1;3;-;11;-;-;8;428;-;2;-;4;-;-;-;6;-;2;-;-;-;1;-;-;-;31;-;-;1;-;-;-;500
"352720 Lorena";1;-;-;-;-;1;-;17;-;-;18;186;-;3;-;2;-;-;-;2;-;-;-;-;-;1;-;-;-;16;-;-;1;1;-;-;249
"352725 Lourdes";2;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"352730 Louveira";-;-;-;-;-;1;-;6;-;-;3;23;-;-;-;1;-;-;-;6;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;45
"352740 Lucélia";3;-;-;-;-;1;-;2;-;-;4;27;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;40
"352750 Lucianópolis";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"352760 Luís Antônio";1;-;-;-;-;-;-;5;-;-;2;11;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;22
"352770 Luiziânia";-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;6
"352780 Lupércio";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;5
"352790 Lutécia";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"352800 Macatuba";-;-;-;-;-;1;-;4;-;-;8;13;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;31
"352810 Macaubal";-;-;-;-;-;-;-;2;-;-;1;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;12
"352820 Macedônia";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"352830 Magda";-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"352840 Mairinque";1;1;-;-;-;1;-;13;-;-;9;29;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;59
"352850 Mairiporã";-;1;-;-;-;2;-;15;-;-;11;18;-;1;-;1;-;-;-;2;-;-;1;-;-;1;-;-;-;2;-;-;-;-;-;8;63
"352860 Manduri";1;-;-;-;-;-;-;2;-;-;3;4;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;15
"352870 Marabá Paulista";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"352880 Maracaí";1;-;-;-;-;1;-;4;-;-;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;15
"352885 Marapoama";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;3
"352890 Mariápolis";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"352900 Marília";-;2;1;-;-;3;-;51;-;1;36;771;-;5;2;4;1;-;1;1;-;-;4;-;-;2;1;-;-;31;2;-;7;1;-;-;927
"352910 Marinópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"352920 Martinópolis";2;-;-;-;-;2;-;11;-;-;3;19;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;1;-;-;-;-;-;43
"352930 Matão";1;-;-;-;-;2;-;16;-;-;33;139;-;-;-;1;-;-;-;-;-;1;1;-;-;1;-;-;-;13;-;-;3;1;-;-;212
"352940 Mauá";3;2;1;-;1;3;-;25;-;-;17;170;-;-;-;4;-;-;-;12;-;-;5;-;1;1;-;-;-;23;2;-;14;-;-;1;285
"352950 Mendonça";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;5
"352960 Meridiano";-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"352965 Mesópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"352970 Miguelópolis";-;-;-;-;-;-;-;4;-;-;3;22;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;3;-;-;-;-;-;-;36
"352980 Mineiros do Tietê";1;-;-;-;-;1;-;3;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;11
"353000 Mira Estrela";1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"352990 Miracatu";-;-;-;-;-;1;-;10;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;1;-;-;-;-;-;18
"353010 Mirandópolis";-;-;-;-;-;-;-;7;-;-;1;31;-;1;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;5;1;-;-;-;-;-;50
"353020 Mirante do Paranapanema";1;-;-;-;-;-;-;8;-;-;2;6;-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;22
"353030 Mirassol";-;-;-;-;-;1;-;6;-;-;19;95;-;1;-;2;-;-;-;-;-;1;1;-;-;1;1;-;-;10;-;-;1;-;-;-;139
"353040 Mirassolândia";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"353050 Mococa";1;1;-;1;-;4;-;11;-;-;98;98;-;3;-;1;-;-;-;2;-;-;1;1;-;1;-;-;-;10;3;-;1;1;-;-;238
"353060 Mogi das Cruzes";-;-;1;-;-;2;-;34;-;-;97;72;-;1;-;7;-;-;-;28;-;3;3;-;-;1;1;-;-;27;2;-;7;3;-;-;289
"353070 Mogi Guaçu";1;-;1;-;-;3;-;22;-;-;31;248;-;-;-;3;-;-;-;13;-;-;1;-;-;1;-;-;-;19;-;-;3;-;-;-;346
"353080 Mogi Mirim";-;1;-;-;-;2;-;13;-;-;12;173;-;-;1;2;-;-;-;4;-;3;1;-;-;1;-;-;-;14;-;-;2;-;-;-;229
"353090 Mombuca";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"353100 Monções";1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;6
"353110 Mongaguá";-;1;-;-;-;-;-;12;-;-;12;6;-;1;-;1;-;-;-;-;-;-;1;-;1;1;-;-;-;4;1;-;4;-;-;-;45
"353120 Monte Alegre do Sul";-;-;-;1;-;-;-;3;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;-;14
"353130 Monte Alto";-;-;-;-;-;1;-;8;-;-;5;138;1;1;-;2;-;-;-;43;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;203
"353140 Monte Aprazível";-;-;-;-;-;-;-;4;-;-;5;26;-;-;-;1;-;-;-;2;-;2;-;-;-;1;-;-;-;2;-;-;1;-;-;-;44
"353150 Monte Azul Paulista";1;-;-;-;-;-;-;7;-;-;1;18;-;-;-;2;-;-;-;1;-;1;-;-;1;1;-;-;-;6;-;-;-;-;-;-;39
"353160 Monte Castelo";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;5
"353180 Monte Mor";-;-;-;-;-;1;-;11;-;-;6;33;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;2;-;-;-;-;-;60
"353170 Monteiro Lobato";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"353190 Morro Agudo";1;-;-;-;-;1;-;6;-;-;6;44;-;-;-;1;-;-;-;1;-;3;1;-;-;1;-;-;-;10;-;-;-;-;-;-;75
"353200 Morungaba";-;-;-;-;-;-;-;4;-;-;3;3;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;3;1;-;-;-;-;-;17
"353205 Motuca";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;5
"353210 Murutinga do Sul";-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;6
"353215 Nantes";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;4
"353220 Narandiba";1;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"353230 Natividade da Serra";-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;7
"353240 Nazaré Paulista";-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;1;-;-;-;10
"353250 Neves Paulista";-;-;-;-;-;-;-;3;-;-;1;6;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;-;15
"353260 Nhandeara";-;-;-;-;-;-;-;4;-;-;2;24;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;2;-;-;-;37
"353270 Nipoã";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"353280 Nova Aliança";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"353282 Nova Campina";-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"353284 Nova Canaã Paulista";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"353286 Nova Castilho";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;4
"353290 Nova Europa";-;-;-;-;-;-;-;4;-;-;2;8;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;18
"353300 Nova Granada";-;-;-;-;-;1;-;3;-;-;3;9;-;-;-;1;-;-;-;4;-;3;1;-;-;1;-;-;-;1;-;-;1;-;-;-;28
"353310 Nova Guataporanga";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;4
"353320 Nova Independência";1;-;-;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"353330 Nova Luzitânia";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;4
"353340 Nova Odessa";-;-;-;-;-;1;-;5;-;-;5;57;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;74
"353325 Novais";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"353350 Novo Horizonte";-;-;-;-;-;1;-;5;-;-;20;58;-;-;-;1;-;-;1;2;-;1;-;-;-;1;-;-;-;7;-;-;-;-;-;-;97
"353360 Nuporanga";-;-;-;-;-;-;-;4;-;-;-;11;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;7;-;-;-;-;-;-;24
"353370 Ocauçu";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"353380 Óleo";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"353390 Olímpia";1;1;-;-;-;1;-;9;-;1;13;95;-;1;-;1;1;-;-;7;-;-;1;-;2;1;-;-;-;15;-;-;1;-;-;-;151
"353400 Onda Verde";1;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"353410 Oriente";1;-;-;-;-;-;-;2;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;12
"353420 Orindiúva";-;-;-;-;-;1;-;1;-;-;2;8;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;15
"353430 Orlândia";-;-;-;-;-;2;-;8;-;-;36;106;2;1;-;1;-;-;-;5;-;1;1;-;-;1;-;-;-;8;-;-;-;1;-;-;173
"353440 Osasco";-;1;1;-;5;3;-;35;-;-;287;555;-;2;1;5;2;-;1;15;-;-;5;-;6;1;1;-;-;50;4;-;12;1;-;-;993
"353450 Oscar Bressane";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"353460 Osvaldo Cruz";-;1;-;-;-;1;-;8;-;-;12;37;-;-;-;1;-;-;-;2;-;1;-;-;-;1;2;-;-;15;-;-;-;-;-;-;81
"353470 Ourinhos";-;-;1;-;1;2;-;16;1;-;6;336;-;-;1;3;2;-;-;13;-;2;1;-;-;1;1;-;-;42;1;-;4;-;-;-;434
"353480 Ouro Verde";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;7
"353475 Ouroeste";-;-;-;-;-;-;-;2;-;-;1;18;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;1;-;-;-;-;-;27
"353490 Pacaembu";-;-;-;-;-;1;-;6;-;-;-;14;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;25
"353500 Palestina";-;-;-;-;-;-;-;1;-;-;-;6;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;4;-;-;1;-;-;-;16
"353510 Palmares Paulista";1;-;-;-;-;-;-;2;-;-;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;16
"353520 Palmeira d'Oeste";-;-;-;-;-;-;-;3;-;-;-;4;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;-;12
"353530 Palmital";2;1;-;-;-;-;-;6;-;-;1;27;-;1;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;6;1;-;1;-;-;-;50
"353540 Panorama";-;-;-;-;-;-;-;4;-;-;1;6;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;15
"353550 Paraguaçu Paulista";1;1;-;-;-;1;-;10;-;-;5;79;-;2;-;1;-;-;-;3;-;3;-;-;-;1;-;-;-;10;-;-;1;-;-;-;118
"353560 Paraibuna";-;-;-;-;-;-;-;1;-;-;-;7;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;1;-;-;-;-;-;-;13
"353570 Paraíso";1;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"353580 Paranapanema";-;-;-;-;-;1;-;5;-;-;-;15;-;11;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;37
"353590 Paranapuã";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"353600 Parapuã";2;-;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;9
"353610 Pardinho";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4
"353620 Pariquera-Açu";-;-;-;-;-;1;-;9;-;-;5;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;27
"353625 Parisi";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"353630 Patrocínio Paulista";-;-;-;-;-;-;-;6;-;-;2;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;17
"353640 Paulicéia";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;5
"353650 Paulínia";-;-;-;-;-;2;-;10;-;-;33;112;-;1;-;1;-;-;-;6;-;-;2;-;-;1;-;-;-;13;1;-;-;1;-;-;183
"353657 Paulistânia";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"353660 Paulo de Faria";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;6
"353670 Pederneiras";-;-;-;-;-;1;-;13;-;-;4;51;-;2;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;6;-;-;1;-;-;-;81
"353680 Pedra Bela";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4
"353690 Pedranópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;5
"353700 Pedregulho";-;-;-;-;-;-;-;8;-;-;3;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;21
"353710 Pedreira";-;-;-;-;-;1;-;9;-;-;4;30;-;-;-;2;-;-;-;4;-;-;-;-;-;1;-;-;-;9;-;-;-;-;-;-;60
"353715 Pedrinhas Paulista";1;1;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;8
"353720 Pedro de Toledo";1;-;-;-;-;-;-;6;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;12
"353730 Penápolis";-;1;-;-;-;2;-;9;-;-;7;140;1;-;1;1;-;-;-;2;-;-;-;-;1;1;-;-;-;11;1;-;-;-;-;-;178
"353740 Pereira Barreto";2;-;-;1;-;-;-;6;-;-;4;39;-;-;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;5;-;-;-;-;-;-;61
"353750 Pereiras";-;1;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;11
"353760 Peruíbe";-;1;-;-;-;1;-;11;-;-;3;23;-;-;-;1;-;-;-;12;-;1;1;-;-;1;-;-;-;6;1;-;4;-;-;-;66
"353770 Piacatu";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;4
"353780 Piedade";-;1;-;-;-;1;-;7;-;-;10;33;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;59
"353790 Pilar do Sul";-;1;-;-;-;1;-;6;-;-;-;7;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;1;25
"353800 Pindamonhangaba";-;1;-;-;1;2;-;25;-;-;25;317;-;2;-;2;-;-;-;7;-;1;1;-;1;1;-;-;-;16;1;-;3;-;-;-;406
"353810 Pindorama";-;1;-;-;-;-;-;4;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;4;-;-;-;-;-;-;20
"353820 Pinhalzinho";-;-;-;-;-;-;-;-;-;1;3;6;-;-;-;-;-;-;-;-;-;4;1;-;-;1;-;-;-;1;-;-;1;-;-;-;18
"353830 Piquerobi";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"353850 Piquete";-;1;-;-;-;-;-;5;-;-;1;3;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;13
"353860 Piracaia";-;-;-;-;-;-;-;2;-;-;3;7;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;19
"353870 Piracicaba";-;1;1;-;-;2;-;70;-;-;1;545;-;3;-;4;1;-;-;331;-;-;4;1;-;2;3;-;-;75;1;-;5;-;-;-;1050
"353880 Piraju";-;-;-;-;-;1;-;9;-;-;14;53;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;1;86
"353890 Pirajuí";-;-;-;-;-;-;-;6;-;-;3;36;-;-;1;1;-;-;-;-;-;3;-;-;1;1;-;-;-;3;-;-;1;1;-;-;57
"353900 Pirangi";-;-;-;-;-;-;-;3;-;-;3;13;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;24
"353910 Pirapora do Bom Jesus";-;-;-;-;-;-;-;4;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;2;-;-;-;12
"353920 Pirapozinho";1;-;-;-;-;1;-;9;-;-;3;13;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;4;1;-;-;-;-;-;35
"353930 Pirassununga";-;1;-;-;-;3;-;14;-;-;11;205;-;-;1;1;-;-;-;3;-;-;1;-;1;1;-;-;-;9;1;-;2;1;-;-;255
"353940 Piratininga";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;1;1;-;-;-;1;-;-;1;-;-;-;9
"353950 Pitangueiras";-;-;-;-;-;1;-;6;-;-;5;45;-;1;-;1;-;-;-;5;-;-;1;-;-;1;-;-;-;3;-;-;1;-;-;-;70
"353960 Planalto";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;3
"353970 Platina";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"353980 Poá";-;1;-;-;-;-;-;14;-;-;15;20;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;4;2;-;-;1;-;-;60
"353990 Poloni";-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"354000 Pompéia";-;-;-;-;-;1;-;7;-;-;8;80;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;102
"354010 Pongaí";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354020 Pontal";-;-;-;-;-;1;-;12;-;-;3;44;-;1;-;1;-;-;-;2;-;1;-;-;-;2;-;-;-;12;2;-;1;-;-;-;82
"354025 Pontalinda";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
